ID	Gene.title	Gene.symbol	Gene.ID	UniGene.title	UniGene.symbol	UniGene.ID	Nucleotide.Title	GI	GenBank.Accession	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Chromosome.location	Chromosome.annotation	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
7892540										NA	NA	--normgene->intron									0.124026880579366	5.16971157165753	0.562265148898708	0.575632782136741	0.918547755144771	-5.56051979726502
7892564										NA	NA	--normgene->exon									0.0604859594761891	9.36413111339726	0.553526917515932	0.581569435168289	0.918547755144771	-5.56490120642514
7892573										NA	NA	--normgene->intron									-0.139526736111109	4.0354532949863	-0.552950781129294	0.581961879896527	0.918547755144771	-5.56518769586103
7892588										NA	NA	--normgene->intron									0.0850585818412706	1.66754038036986	0.541798761620211	0.589583017003504	0.918547755144771	-5.57067489274511
7892571										NA	NA	--normgene->intron									0.11127641773016	2.2807937989589	0.532712896981026	0.595826672087737	0.918547755144771	-5.57506354140298
7892586										NA	NA	--normgene->intron									0.0920840135555561	1.87921089235616	0.524332589528274	0.601612603800585	0.918547755144771	-5.57904614766742
7892562										NA	NA	--normgene->exon									0.0936583720079405	6.13533658552055	0.513566873474493	0.609083184211828	0.918547755144771	-5.58407046262604
7892538										NA	NA	--normgene->intron									-0.127811999404762	4.2014902140411	-0.510477980008584	0.611234389734045	0.918547755144771	-5.58549294538774
7892576										NA	NA	--normgene->exon									-0.101374690253967	4.59810027472603	-0.507520127676546	0.61329754758666	0.918547755144771	-5.58684710098659
7892515										NA	NA	--normgene->intron									-0.0784497973095197	7.4872470409726	-0.505444172902909	0.614747435589913	0.918547755144771	-5.58779284523913
7892601										NA	NA	--control->bgp->antigenomic									-0.0445767752698409	3.98147329124658	-0.503146735004546	0.616353803782578	0.918547755144771	-5.58883500628667
7892592										NA	NA	--normgene->intron									0.108853462079366	3.95356556449315	0.50150389896332	0.617503625586372	0.918547755144771	-5.58957733823143
7892566										NA	NA	--normgene->intron									-0.119895111150793	2.95353268832877	-0.496048877468807	0.621328451598242	0.918547755144771	-5.59202495938747
7892502										NA	NA	--normgene->intron									0.0854335752936515	3.29259797256164	0.48550441149542	0.62875137751642	0.918547755144771	-5.59668083646926
7892512										NA	NA	--normgene->intron									-0.110354447873015	4.00975300046575	-0.481904834588108	0.631294194922668	0.918547755144771	-5.59824747772899
7892599										NA	NA	--normgene->exon									-0.0467812178888867	9.46575029486301	-0.476486623892787	0.635130135701857	0.918547755144771	-5.60058381111204
7892558										NA	NA	--normgene->intron									0.100140352873018	3.8123366199726	0.471664593171996	0.638552426810524	0.918547755144771	-5.60264100500471
7892549										NA	NA	--normgene->exon									-0.0939175980476188	5.48516203893151	-0.449399899126983	0.65445525868452	0.918547755144771	-5.61187002809955
7892591										NA	NA	--normgene->intron									-0.0540229693412688	2.09117374010959	-0.43251565073364	0.66662314926255	0.918547755144771	-5.61857307841505
7892550										NA	NA	--normgene->intron									-0.120857427722222	4.34482297779452	-0.430468137362088	0.66810490723052	0.918547755144771	-5.61936859118216
7892529										NA	NA	--normgene->intron									0.111450951158731	4.11896362269863	0.42178736005453	0.67440168003761	0.918547755144771	-5.62269960109334
7892527										NA	NA	--normgene->intron									0.104275083634921	6.38554898893151	0.407175450044363	0.685053253142565	0.918547755144771	-5.62815407446249
7892519										NA	NA	--normgene->intron									-0.0667323533333337	2.74677192563014	-0.401905388401834	0.688910816358579	0.918547755144771	-5.63007438528165
7892511										NA	NA	--normgene->intron									0.0738228808571431	3.21442590675342	0.375240203589543	0.708554032677056	0.932307937732969	-5.63940890503244
7892542										NA	NA	--normgene->exon									-0.0404680441825382	7.78856075823288	-0.353288887611103	0.724875218266949	0.941396387359674	-5.64661452908832
7892581										NA	NA	--normgene->intron									0.0698436517936507	2.66139589026027	0.33003429419002	0.742305502538238	0.95110501438486	-5.65377600496334
7892537										NA	NA	--normgene->intron									-0.0603036923888873	2.77296454217808	-0.300003708005407	0.765014514079265	0.95110501438486	-5.66230526195398
7892577										NA	NA	--normgene->intron									0.0535440152619056	2.84492711663014	0.295559680633337	0.768393196584938	0.95110501438486	-5.66349857775503
7892506										NA	NA	--normgene->intron									0.0777338447063487	4.03595140476712	0.292372398113234	0.77081917932938	0.95110501438486	-5.66434349285502
7892582										NA	NA	--normgene->intron									-0.0748578945952376	2.62865000023288	-0.280460275997569	0.779906111795585	0.95110501438486	-5.66742037257086
7892570										NA	NA	--normgene->intron									-0.0708444986984125	4.42796640842466	-0.241777881467825	0.809620286220739	0.965527605086614	-5.67653131552979
7892505										NA	NA	--normgene->intron									-0.0498850187936508	2.19698776247945	-0.239935147287995	0.811043188272756	0.965527605086614	-5.67693172188636
7892508										NA	NA	--normgene->intron									-0.0620585938809519	4.60100606557534	-0.216179614058088	0.829441892403129	0.969817783618169	-5.6818196732435
7892547										NA	NA	--normgene->intron									-0.044625189468253	3.66146114867123	-0.202011287695238	0.840461607961991	0.969817783618169	-5.68449289846475
7892559										NA	NA	--normgene->exon									-0.0325532502698422	5.6636990229589	-0.185916153384724	0.853018637178997	0.969817783618169	-5.68731015934265
7892534										NA	NA	--normgene->intron									-0.0363340217936488	4.92884119373973	-0.1683451385721	0.866770525819746	0.969817783618169	-5.69011910295555
7892518										NA	NA	--normgene->intron									0.0274872182539685	2.32629163565753	0.159038253554547	0.874071510044557	0.969817783618169	-5.69149413746265
7892597										NA	NA	--normgene->intron									-0.0361017516507935	3.59853011531507	-0.150268539147857	0.88096113681044	0.969817783618169	-5.69271832014087
7892532										NA	NA	--normgene->intron									0.0292924415079372	3.10058277219178	0.125343628630039	0.900591037786141	0.969817783618169	-5.69581883958639
7892516										NA	NA	--normgene->exon									-0.0268884761587298	3.361665561	-0.115911602189966	0.908036229499589	0.969817783618169	-5.69684594244038
7892572										NA	NA	--normgene->intron									-0.0259147261031734	5.7936807039589	-0.105078893704838	0.916597194181056	0.969817783618169	-5.69792652516007
7892524										NA	NA	--normgene->intron									-0.0315995289603146	4.64704293476712	-0.101153515016664	0.919701867426586	0.969817783618169	-5.69829194847475
7892587										NA	NA	--normgene->intron									-0.0156690691190478	3.4217612500137	-0.0666734185950149	0.947021305460788	0.969817783618169	-5.70090416607352
7892522										NA	NA	--normgene->intron									0.0085194210238102	5.73405814284931	0.0627901318526562	0.950102730242807	0.969817783618169	-5.70113112467025
7892554										NA	NA	--normgene->intron									-0.012071353007935	2.72599386658904	-0.0578568714424236	0.954018411214122	0.969817783618169	-5.70139981609959
7892513										NA	NA	--normgene->intron									-0.0145433977142853	2.67275482213699	-0.0578415664622325	0.954030561061494	0.969817783618169	-5.70140061550198
7892520										NA	NA	--normgene->intron									-0.00571024472222081	7.29079682808219	-0.0491094198163027	0.960964257584339	0.969817783618169	-5.7018222285377
7892563										NA	NA	--normgene->intron									-0.00566222754761814	5.79933517557534	-0.037964905190141	0.969817783618169	0.969817783618169	-5.70226032089962
