"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8019635"	"0.1958"	"0.00046992"	"3.7903828"	"-0.18653"	"1.00906147"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019637"	"0.1958"	"0.00046992"	"3.7903828"	"-0.18653"	"1.00906147"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019639"	"0.1958"	"0.00046992"	"3.7903828"	"-0.18653"	"1.00906147"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019641"	"0.1958"	"0.00046992"	"3.7903828"	"-0.18653"	"1.00906147"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019703"	"0.1958"	"0.00046992"	"3.7903828"	"-0.18653"	"1.00906147"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019705"	"0.1958"	"0.00046992"	"3.7903828"	"-0.18653"	"1.00906147"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019707"	"0.1958"	"0.00046992"	"3.7903828"	"-0.18653"	"1.00906147"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8177046"	"0.1958"	"0.00047152"	"3.7892537"	"-0.189299"	"0.52067166"	""	""
"7984660"	"0.1958"	"0.00048247"	"3.7815996"	"-0.208057"	"0.64637569"	""	""
"8040338"	"0.1958"	"0.00048543"	"3.77956"	"-0.213054"	"0.44327043"	"RN7SL2///RN7SL1"	"RNA, 7SL, cytoplasmic 2///RNA, 7SL, cytoplasmic 1"
"7984259"	"0.1958"	"0.00049864"	"3.7706002"	"-0.234987"	"1.07176662"	"RNU5B-1"	"RNA, U5B small nuclear 1"
"7962274"	"0.1958"	"0.00050188"	"-3.768432"	"-0.240292"	"-0.34484431"	"KIF21A"	"kinesin family member 21A"
"8092224"	"0.1958"	"0.00051036"	"3.762838"	"-0.253972"	"0.50841003"	""	""
"8127423"	"0.1958"	"0.00051427"	"3.7602877"	"-0.260206"	"1.21325493"	""	""
"7982309"	"0.1958"	"0.00052117"	"-3.7558267"	"-0.271106"	"-0.37329845"	"MTMR10///FAN1"	"myotubularin related protein 10///FANCD2/FANCI-associated nuclease 1"
"7916564"	"0.1958"	"0.00052323"	"3.7545103"	"-0.274321"	"0.5473386"	""	""
"8005260"	"0.1958"	"0.00052912"	"3.7507658"	"-0.283465"	"0.29754812"	"MED9"	"mediator complex subunit 9"
"8168079"	"0.1958"	"0.00052934"	"3.7506277"	"-0.283802"	"1.03875535"	""	""
"7974418"	"0.1964"	"0.00053677"	"3.7459634"	"-0.295186"	"0.26856605"	"CGRRF1"	"cell growth regulator with ring finger domain 1"
"8152606"	"0.2037"	"0.00057304"	"-3.7240473"	"-0.348595"	"-0.21265695"	"SNTB1"	"syntrophin beta 1"
"8114363"	"0.2037"	"0.00057394"	"3.7235193"	"-0.34988"	"0.75759663"	""	""
"8004485"	"0.2037"	"0.00057513"	"3.7228228"	"-0.351574"	"0.2105262"	"SENP3"	"SUMO1/sentrin/SMT3 specific peptidase 3"
"8055688"	"0.208"	"0.00059347"	"3.7122853"	"-0.377202"	"0.64095644"	"RND3"	"Rho family GTPase 3"
"8165680"	"0.211"	"0.00060847"	"3.7038939"	"-0.397588"	"0.45861877"	""	""
"7932243"	"0.2293"	"0.00067201"	"3.6704278"	"-0.478687"	"0.45374148"	"FAM171A1"	"family with sequence similarity 171 member A1"
"7919747"	"0.2293"	"0.00067485"	"3.6690077"	"-0.482122"	"0.72674074"	""	""
"8111569"	"0.2293"	"0.00068162"	"-3.665636"	"-0.490273"	"-0.83973062"	"RANBP3L"	"RAN binding protein 3 like"
"8008819"	"0.2299"	"0.00069049"	"-3.6612672"	"-0.50083"	"-0.41525898"	"YPEL2"	"yippee like 2"
"8117510"	"0.2421"	"0.00073424"	"3.6404844"	"-0.550972"	"0.27907609"	"HMGN4"	"high mobility group nucleosomal binding domain 4"
"7938329"	"0.2421"	"0.00074866"	"3.6338949"	"-0.566844"	"1.15431721"	"SNORA23"	"small nucleolar RNA, H/ACA box 23"
"8059838"	"0.2421"	"0.00076159"	"3.6280892"	"-0.580817"	"0.28008037"	"HJURP"	"Holliday junction recognition protein"
"7982868"	"0.2421"	"0.00077323"	"3.6229464"	"-0.593186"	"1.11243366"	"CHAC1"	"ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"7924342"	"0.2421"	"0.00077753"	"-3.6210636"	"-0.597712"	"-0.5727104"	"SLC30A10"	"solute carrier family 30 member 10"
"8027074"	"0.2421"	"0.0007816"	"-3.6192915"	"-0.601971"	"-0.21138081"	"UPF1"	"UPF1, RNA helicase and ATPase"
"8125750"	"0.2421"	"0.00078837"	"3.6163626"	"-0.609009"	"0.20743344"	"RPL12"	"ribosomal protein L12"
"7995033"	"0.2421"	"0.00079455"	"-3.613709"	"-0.615382"	"-0.20465116"	"ZNF646"	"zinc finger protein 646"
"7920873"	"0.2421"	"0.00079669"	"3.6127969"	"-0.617573"	"1.24214595"	"SNORA80E"	"small nucleolar RNA, H/ACA box 80E"
"8072775"	"0.2421"	"0.00080697"	"-3.6084378"	"-0.628037"	"-0.74929856"	""	""
"8164215"	"0.2421"	"0.00082716"	"3.600037"	"-0.648188"	"0.67717825"	"SNORA65"	"small nucleolar RNA, H/ACA box 65"
"7938309"	"0.2421"	"0.00082929"	"3.5991581"	"-0.650294"	"0.29201237"	"KRT8P41"	"keratin 8 pseudogene 41"
"7951038"	"0.2421"	"0.00083313"	"3.5975863"	"-0.654062"	"0.69173942"	"SNORA40///TAF1D"	"small nucleolar RNA, H/ACA box 40///TATA-box binding protein associated factor, RNA polymerase I subunit D"
"8065254"	"0.2421"	"0.00083711"	"3.5959669"	"-0.657943"	"0.41134272"	""	""
"7898570"	"0.2421"	"0.00083946"	"3.5950132"	"-0.660227"	"0.87752254"	""	""
"8112176"	"0.2421"	"0.0008433"	"3.5934556"	"-0.663959"	"0.45671873"	"RNU6ATAC"	"RNA, U6atac small nuclear (U12-dependent splicing)"
"8014755"	"0.2429"	"0.00086377"	"3.5852872"	"-0.683514"	"0.68278476"	"SNORA21"	"small nucleolar RNA, H/ACA box 21"
"8010137"	"0.2429"	"0.0008859"	"3.5766591"	"-0.704148"	"0.53803208"	"SCARNA16"	"small Cajal body-specific RNA 16"
"7894774"	"0.2429"	"0.00088741"	"3.5760784"	"-0.705536"	"0.26197261"	""	""
"7901192"	"0.2429"	"0.0008972"	"3.5723341"	"-0.714482"	"0.20042891"	"RAD54L"	"RAD54-like (S. cerevisiae)"
"7965721"	"0.2429"	"0.00091324"	"3.5662824"	"-0.728933"	"0.84358482"	""	""
"7995336"	"0.2429"	"0.0009144"	"3.5658507"	"-0.729963"	"0.35881395"	""	""
"8140620"	"0.2429"	"0.00091515"	"-3.5655681"	"-0.730638"	"-0.26537952"	"PCLO"	"piccolo presynaptic cytomatrix protein"
"8088322"	"0.2429"	"0.00092775"	"-3.5608943"	"-0.741789"	"-0.20315648"	"DNAH12"	"dynein axonemal heavy chain 12"
"7928907"	"0.2429"	"0.00092812"	"3.5607589"	"-0.742112"	"0.64055286"	""	""
"7968703"	"0.2429"	"0.00093456"	"-3.5583947"	"-0.74775"	"-0.22550197"	"NHLRC3"	"NHL repeat containing 3"
"7939056"	"0.2429"	"0.00093726"	"-3.5574075"	"-0.750103"	"-0.92939076"	"BBOX1"	"gamma-butyrobetaine hydroxylase 1"
"7946641"	"0.2429"	"0.00094827"	"-3.5534133"	"-0.759623"	"-0.32769389"	"GALNT18"	"polypeptide N-acetylgalactosaminyltransferase 18"
"8084923"	"0.2429"	"0.0009585"	"-3.5497406"	"-0.768372"	"-0.66296142"	"LINC00885"	"long intergenic non-protein coding RNA 885"
"8168674"	"0.2429"	"0.00095891"	"3.5495966"	"-0.768715"	"0.71389634"	""	""
"7892648"	"0.2429"	"0.00096591"	"3.5471068"	"-0.774644"	"0.71681472"	""	""
"8148597"	"0.2429"	"0.00097433"	"-3.5441324"	"-0.781724"	"-0.26748078"	"ZFP41"	"ZFP41 zinc finger protein"
"7951144"	"0.2429"	"0.00098094"	"-3.541817"	"-0.787234"	"-0.3394822"	"CCDC82"	"coiled-coil domain containing 82"
"7926223"	"0.2429"	"0.00098443"	"-3.5405994"	"-0.79013"	"-0.33511668"	"CAMK1D"	"calcium/calmodulin dependent protein kinase ID"
"7922018"	"0.2429"	"0.00099688"	"-3.536293"	"-0.800371"	"-0.46087488"	"ILDR2"	"immunoglobulin like domain containing receptor 2"
"8117458"	"0.2429"	"0.00099743"	"-3.5361054"	"-0.800817"	"-0.3132768"	"BTN3A1"	"butyrophilin subfamily 3 member A1"
"7909586"	"0.2429"	"0.00099927"	"-3.5354722"	"-0.802322"	"-0.24115102"	"PPP2R5A"	"protein phosphatase 2 regulatory subunit B'alpha"
"7902227"	"0.2441"	"0.00101179"	"-3.5312018"	"-0.81247"	"-0.45465088"	"GADD45A"	"growth arrest and DNA damage inducible alpha"
"7933904"	"0.2452"	"0.00103616"	"-3.5230335"	"-0.831865"	"-0.61509884"	"CTNNA3"	"catenin alpha 3"
"7905938"	"0.2452"	"0.00104196"	"3.5211137"	"-0.83642"	"0.27213427"	"SLC50A1"	"solute carrier family 50 member 1"
"8149885"	"0.2452"	"0.00104481"	"-3.5201761"	"-0.838645"	"-0.46093168"	"ADRA1A"	"adrenoceptor alpha 1A"
"7965471"	"0.2452"	"0.00105454"	"3.5169931"	"-0.846194"	"0.21487126"	"UBE2N"	"ubiquitin conjugating enzyme E2 N"
"8029476"	"0.2452"	"0.00105832"	"3.5157608"	"-0.849115"	"0.29790496"	"CBLC"	"Cbl proto-oncogene C"
"8100476"	"0.2452"	"0.00106063"	"3.5150137"	"-0.850886"	"0.53329765"	""	""
"7906995"	"0.2452"	"0.00106784"	"3.5126825"	"-0.856411"	"0.25406467"	"UCK2"	"uridine-cytidine kinase 2"
"7900624"	"0.2496"	"0.00109466"	"-3.5041503"	"-0.876618"	"-0.25457739"	"ZNF691"	"zinc finger protein 691"
"8077526"	"0.251"	"0.00111208"	"3.4987151"	"-0.889478"	"0.7330988"	""	""
"7957338"	"0.251"	"0.00111545"	"-3.4976714"	"-0.891947"	"-0.38878976"	"SYT1"	"synaptotagmin 1"
"7942613"	"0.2514"	"0.00114805"	"-3.4877417"	"-0.915413"	"-0.66565244"	"DGAT2"	"diacylglycerol O-acyltransferase 2"
"8102468"	"0.2514"	"0.00117494"	"-3.4797533"	"-0.934267"	"-0.38738837"	"PRSS12"	"protease, serine 12"
"7997801"	"0.2514"	"0.0011777"	"3.478943"	"-0.936178"	"0.25678546"	"IL17C"	"interleukin 17C"
"7992181"	"0.2514"	"0.00117846"	"-3.4787187"	"-0.936707"	"-0.56114918"	"TPSB2///TPSAB1"	"tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1"
"8079999"	"0.2514"	"0.00117877"	"3.4786302"	"-0.936916"	"0.19106073"	""	""
"8148317"	"0.2514"	"0.00118061"	"3.4780919"	"-0.938186"	"1.15691751"	"MYC"	"v-myc avian myelocytomatosis viral oncogene homolog"
"7984276"	"0.2514"	"0.00118244"	"-3.477555"	"-0.939452"	"-0.25519246"	"SLC24A1"	"solute carrier family 24 member 1"
"8042556"	"0.2514"	"0.00118371"	"3.4771848"	"-0.940325"	"0.33389481"	""	""
"8074878"	"0.2514"	"0.00118535"	"3.4767064"	"-0.941453"	"0.52958872"	""	""
"7998434"	"0.2523"	"0.00120114"	"-3.4721351"	"-0.952228"	"-0.58954969"	"TPSB2///TPSAB1"	"tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1"
"7962194"	"0.2523"	"0.001205"	"3.4710259"	"-0.954842"	"0.26954969"	"H3F3C"	"H3 histone, family 3C"
"8085360"	"0.2526"	"0.00121999"	"3.4667518"	"-0.964908"	"0.37415918"	"TIMP4"	"TIMP metallopeptidase inhibitor 4"
"8146357"	"0.2526"	"0.00122498"	"3.4653408"	"-0.96823"	"0.39206745"	"MCM4"	"minichromosome maintenance complex component 4"
"7945014"	"0.2526"	"0.00123435"	"3.4627042"	"-0.974436"	"0.47855185"	"CHEK1"	"checkpoint kinase 1"
"7995739"	"0.2526"	"0.0012364"	"-3.4621301"	"-0.975787"	"-0.51356685"	"GNAO1"	"G protein subunit alpha o1"
"8161610"	"0.2542"	"0.00125192"	"3.4578129"	"-0.985942"	"0.51432528"	"TMEM252"	"transmembrane protein 252"
"7899392"	"0.2576"	"0.00127641"	"3.4511018"	"-1.001716"	"0.57060975"	"SCARNA1"	"small Cajal body-specific RNA 1"
"7898607"	"0.2586"	"0.0012894"	"3.4475919"	"-1.00996"	"0.36125235"	""	""
"8067978"	"0.2647"	"0.00132762"	"3.4374597"	"-1.033734"	"0.14751124"	"PPIA"	"peptidylprolyl isomerase A"
"8172876"	"0.2677"	"0.00135739"	"-3.4297588"	"-1.05178"	"-0.27352255"	"SMC1A"	"structural maintenance of chromosomes 1A"
"8134463"	"0.2677"	"0.00136254"	"3.4284431"	"-1.054861"	"0.30307206"	"NPTX2"	"neuronal pentraxin 2"
"7998666"	"0.2677"	"0.00136676"	"3.4273674"	"-1.05738"	"1.01524061"	"SNORA64///RPS2"	"small nucleolar RNA, H/ACA box 64///ribosomal protein S2"
"7915202"	"0.2682"	"0.00138485"	"3.4227953"	"-1.068081"	"0.43961901"	""	""
"7928107"	"0.2682"	"0.00138583"	"-3.4225507"	"-1.068653"	"-0.40900001"	"H2AFY2"	"H2A histone family member Y2"
"7988208"	"0.2682"	"0.001398"	"-3.4195091"	"-1.075767"	"-0.34507612"	"CATSPER2P1"	"cation channel sperm associated 2 pseudogene 1"
"8134339"	"0.2682"	"0.00140128"	"-3.4186926"	"-1.077677"	"-1.15498782"	"PEG10"	"paternally expressed 10"
"7975412"	"0.2756"	"0.0014486"	"3.4071275"	"-1.104696"	"0.49559899"	"TTC9"	"tetratricopeptide repeat domain 9"
"7895014"	"0.2773"	"0.0014659"	"3.4029908"	"-1.114349"	"0.49234108"	""	""
"7966299"	"0.2777"	"0.00149478"	"3.396185"	"-1.130217"	"0.7708109"	""	""
"8152333"	"0.2777"	"0.00152024"	"3.3902875"	"-1.143955"	"0.65953518"	""	""
"8130181"	"0.2777"	"0.00152088"	"3.3901405"	"-1.144297"	"0.48979543"	""	""
"7936062"	"0.2777"	"0.00152401"	"3.3894232"	"-1.145967"	"0.28270863"	""	""
"7905058"	"0.2777"	"0.00153158"	"-3.3876924"	"-1.149996"	"-0.45997867"	""	""
"7904923"	"0.2777"	"0.00153211"	"3.3875716"	"-1.150277"	"0.21522158"	""	""
"7978905"	"0.2777"	"0.00155553"	"3.3822689"	"-1.162614"	"0.19765908"	"RN7SL2///RN7SL1"	"RNA, 7SL, cytoplasmic 2///RNA, 7SL, cytoplasmic 1"
"8128865"	"0.2777"	"0.0015567"	"3.3820059"	"-1.163225"	"0.52057489"	""	""
"8047635"	"0.2777"	"0.00156342"	"3.3804993"	"-1.166729"	"0.19185491"	"RPL12"	"ribosomal protein L12"
"8169186"	"0.2777"	"0.00156826"	"-3.3794185"	"-1.169241"	"-0.25837833"	"TBC1D8B"	"TBC1 domain family member 8B"
"7900030"	"0.2777"	"0.00157168"	"-3.3786552"	"-1.171015"	"-0.17787328"	"AGO1"	"argonaute 1, RISC catalytic component"
"8037003"	"0.2777"	"0.0015818"	"3.3764115"	"-1.176229"	"0.29285205"	""	""
"8162586"	"0.2777"	"0.00158397"	"3.3759319"	"-1.177344"	"0.18737864"	"SLC35D2"	"solute carrier family 35 member D2"
"7984257"	"0.2777"	"0.00158446"	"3.3758229"	"-1.177597"	"0.72536471"	"RNU5A-1"	"RNA, U5A small nuclear 1"
"7995348"	"0.2778"	"0.0015935"	"3.3738325"	"-1.18222"	"0.64828097"	""	""
"8175811"	"0.2787"	"0.00161399"	"3.3693584"	"-1.192608"	"0.33199788"	"FAM58A"	"family with sequence similarity 58 member A"
"7944339"	"0.2787"	"0.00161528"	"-3.3690784"	"-1.193258"	"-0.92500275"	""	""
"8147689"	"0.279"	"0.00162793"	"3.3663461"	"-1.199598"	"0.30325835"	""	""
"7949746"	"0.279"	"0.00164882"	"3.3618755"	"-1.209966"	"0.31480092"	"POLD4"	"DNA polymerase delta 4, accessory subunit"
"8106250"	"0.279"	"0.00165154"	"3.3612989"	"-1.211303"	"0.52593961"	""	""
"8096669"	"0.279"	"0.00165579"	"-3.3603969"	"-1.213394"	"-0.34527139"	"TET2"	"tet methylcytosine dioxygenase 2"
"8057615"	"0.279"	"0.00165915"	"-3.3596863"	"-1.21504"	"-0.22093354"	"DIRC1"	"disrupted in renal carcinoma 1"
"7957052"	"0.2809"	"0.00168564"	"3.3541297"	"-1.227913"	"0.24638622"	"CCT2"	"chaperonin containing TCP1 subunit 2"
"8014704"	"0.2809"	"0.00169268"	"3.3526657"	"-1.231302"	"1.21316822"	""	""
"8136469"	"0.2809"	"0.00171343"	"-3.3483885"	"-1.241201"	"-1.26506616"	""	""
"7895403"	"0.2809"	"0.00172461"	"3.3461022"	"-1.246489"	"0.55685609"	""	""
"8063473"	"0.2809"	"0.00172649"	"3.3457205"	"-1.247372"	"0.20401784"	"RPL12"	"ribosomal protein L12"
"7971950"	"0.2809"	"0.00173788"	"-3.3434102"	"-1.252713"	"-0.29474179"	"DACH1"	"dachshund family transcription factor 1"
"8121041"	"0.2809"	"0.00174364"	"-3.342246"	"-1.255404"	"-0.28921782"	""	""
"8151952"	"0.2809"	"0.001744"	"3.3421736"	"-1.255572"	"0.45296132"	"NIPAL2"	"NIPA like domain containing 2"
"7992594"	"0.2809"	"0.00174622"	"3.341726"	"-1.256606"	"0.22510961"	"CCNF"	"cyclin F"
"7892720"	"0.2809"	"0.00176642"	"3.3376818"	"-1.26595"	"0.40571763"	""	""
"8090688"	"0.2809"	"0.00177127"	"3.3367175"	"-1.268177"	"0.46274572"	"SNORA58"	"small nucleolar RNA, H/ACA box 58"
"8031931"	"0.2809"	"0.00179638"	"3.331764"	"-1.279611"	"1.44390862"	""	""
