"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7895586"	"0.1817"	"0.00032524"	"4.0028404"	"0.1698867"	"0.80453661"	""	""
"7966135"	"0.1817"	"0.00032742"	"-4.0005088"	"0.1643656"	"-0.38862625"	"CORO1C"	"coronin 1C"
"8018754"	"0.1851"	"0.00034345"	"-3.9837709"	"0.1247556"	"-0.42830246"	"CYGB"	"cytoglobin"
"8081335"	"0.1851"	"0.0003446"	"-3.9826013"	"0.1219893"	"-0.3461308"	""	""
"8169683"	"0.193"	"0.00036523"	"-3.9622146"	"0.0738074"	"-0.49417237"	"ZBTB33"	"zinc finger and BTB domain containing 33"
"8092073"	"0.1936"	"0.00037218"	"-3.9555962"	"0.0581795"	"-0.34913184"	"EIF5A2"	"eukaryotic translation initiation factor 5A2"
"8085660"	"0.2014"	"0.00039709"	"-3.932844"	"0.0045098"	"-0.31303419"	"DPH3"	"diphthamide biosynthesis 3"
"7997381"	"0.2014"	"0.00039921"	"-3.9309697"	"0.0000923"	"-0.40443044"	"CMC2///CENPN"	"C-X9-C motif containing 2///centromere protein N"
"8136336"	"0.2055"	"0.00042384"	"-3.9099008"	"-0.0495241"	"-2.29682844"	"AKR1B10"	"aldo-keto reductase family 1 member B10"
"7992516"	"0.2055"	"0.00042388"	"3.9098711"	"-0.0495939"	"0.77891792"	""	""
"8109712"	"0.2055"	"0.00043587"	"-3.9000404"	"-0.0727191"	"-0.39930724"	"HMMR"	"hyaluronan mediated motility receptor"
"8114612"	"0.2055"	"0.0004363"	"3.8996987"	"-0.0735225"	"0.41699514"	"CD14"	"CD14 molecule"
"8132557"	"0.2055"	"0.00045418"	"-3.8855349"	"-0.1068106"	"-0.7221147"	"AEBP1"	"AE binding protein 1"
"7894134"	"0.2055"	"0.00045917"	"3.8816773"	"-0.1158707"	"0.61686697"	""	""
"7930921"	"0.2055"	"0.00046455"	"-3.8775724"	"-0.1255089"	"-0.31239596"	"BAG3"	"BCL2 associated athanogene 3"
"8128329"	"0.2055"	"0.00047422"	"-3.8702991"	"-0.1425791"	"-0.52083803"	"MMS22L"	"MMS22 like, DNA repair protein"
"8159036"	"0.2055"	"0.00047579"	"3.8691307"	"-0.1453203"	"0.33426436"	"ADAMTS13"	"ADAM metallopeptidase with thrombospondin type 1 motif 13"
"8025551"	"0.2055"	"0.00047774"	"3.8676864"	"-0.1487087"	"0.48405727"	"ANGPTL6///C19orf66"	"angiopoietin like 6///chromosome 19 open reading frame 66"
"7907286"	"0.2055"	"0.00049537"	"-3.8548804"	"-0.178735"	"-1.10407593"	"FMO1"	"flavin containing monooxygenase 1"
"7899753"	"0.2055"	"0.00050988"	"-3.8446698"	"-0.2026549"	"-0.36964421"	"LCK"	"LCK proto-oncogene, Src family tyrosine kinase"
"8079117"	"0.2055"	"0.00051017"	"3.8444661"	"-0.2031318"	"0.45972929"	"ACKR2"	"atypical chemokine receptor 2"
"8154725"	"0.2055"	"0.00051491"	"-3.8411943"	"-0.2107922"	"-0.44630456"	"KRT18"	"keratin 18"
"8015460"	"0.2055"	"0.00052418"	"-3.8348752"	"-0.2255821"	"-0.55209768"	"ACLY"	"ATP citrate lyase"
"8070632"	"0.2055"	"0.00052935"	"3.831401"	"-0.2337103"	"0.33860198"	"CBS"	"cystathionine-beta-synthase"
"7957759"	"0.2055"	"0.0005352"	"-3.8275128"	"-0.2428047"	"-0.28317586"	"APAF1"	"apoptotic peptidase activating factor 1"
"7939546"	"0.2055"	"0.00055027"	"3.8176696"	"-0.2658144"	"0.37856297"	"CD82"	"CD82 molecule"
"8005510"	"0.2055"	"0.00055739"	"3.8131101"	"-0.2764668"	"0.48730527"	""	""
"8013292"	"0.2055"	"0.00055739"	"3.8131101"	"-0.2764668"	"0.48730527"	""	""
"7933707"	"0.2055"	"0.00055942"	"-3.8118176"	"-0.2794859"	"-0.56667387"	"ZWINT"	"ZW10 interacting kinetochore protein"
"7952268"	"0.2055"	"0.00056858"	"-3.8060576"	"-0.2929359"	"-1.03472022"	"THY1"	"Thy-1 cell surface antigen"
"7983306"	"0.2055"	"0.00058015"	"-3.798907"	"-0.3096243"	"-0.63152475"	"WDR76"	"WD repeat domain 76"
"7965410"	"0.2055"	"0.00058533"	"-3.7957499"	"-0.3169893"	"-0.46310954"	"DCN"	"decorin"
"7961983"	"0.2055"	"0.00059623"	"-3.7891936"	"-0.3322782"	"-0.33397889"	"TM7SF3"	"transmembrane 7 superfamily member 3"
"7921840"	"0.2055"	"0.00059625"	"3.7891853"	"-0.3322975"	"0.50931498"	"NR1I3"	"nuclear receptor subfamily 1 group I member 3"
"7975676"	"0.2055"	"0.00060768"	"-3.7824358"	"-0.3480284"	"-0.34174062"	"BBOF1///ALDH6A1"	"basal body orientation factor 1///aldehyde dehydrogenase 6 family member A1"
"8011407"	"0.2055"	"0.00061591"	"-3.7776537"	"-0.3591685"	"-0.42227699"	"TAX1BP3"	"Tax1 binding protein 3"
"8013015"	"0.2055"	"0.00062383"	"3.7731057"	"-0.369759"	"0.347624"	"CENPV"	"centromere protein V"
"8003007"	"0.2055"	"0.000631"	"3.7690404"	"-0.379222"	"0.36626152"	"PKD1L2"	"polycystin 1 like 2 (gene/pseudogene)"
"8130867"	"0.2055"	"0.00063714"	"-3.7655946"	"-0.3872406"	"-0.77518676"	"THBS2"	"thrombospondin 2"
"8022295"	"0.2055"	"0.00064457"	"-3.7614666"	"-0.3968436"	"-0.35720906"	"PIEZO2"	"piezo type mechanosensitive ion channel component 2"
"7907008"	"0.2055"	"0.00064654"	"3.7603811"	"-0.3993681"	"0.35458821"	""	""
"8022310"	"0.2055"	"0.00065264"	"-3.757033"	"-0.4071535"	"-0.41784436"	"PIEZO2"	"piezo type mechanosensitive ion channel component 2"
"8088397"	"0.2055"	"0.00066024"	"3.75291"	"-0.4167378"	"0.26066915"	"ACOX2"	"acyl-CoA oxidase 2"
"7961891"	"0.2055"	"0.00066619"	"-3.7497099"	"-0.4241743"	"-0.34352343"	"BHLHE41"	"basic helix-loop-helix family member e41"
"8076431"	"0.2055"	"0.00067707"	"3.743934"	"-0.4375914"	"0.66361119"	"CYP2D7"	"cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)"
"7972461"	"0.2055"	"0.00067853"	"-3.7431695"	"-0.4393669"	"-0.45961856"	"SLC15A1"	"solute carrier family 15 member 1"
"8132503"	"0.2055"	"0.00068207"	"-3.7413125"	"-0.4436789"	"-0.45449951"	"STK17A"	"serine/threonine kinase 17a"
"8124380"	"0.2055"	"0.00068507"	"-3.7397449"	"-0.4473183"	"-0.44634715"	"HIST1H1A"	"histone cluster 1, H1a"
"8064844"	"0.2055"	"0.00068622"	"-3.7391469"	"-0.4487066"	"-0.45158092"	"PCNA-AS1///PCNA"	"PCNA antisense RNA 1///proliferating cell nuclear antigen"
"7925585"	"0.2055"	"0.00068703"	"3.7387255"	"-0.4496847"	"0.34754819"	"LOC101928068///EFCAB2"	"uncharacterized LOC101928068///EF-hand calcium binding domain 2"
"8135661"	"0.2055"	"0.00069492"	"-3.7346509"	"-0.4591414"	"-1.10470275"	"CFTR"	"cystic fibrosis transmembrane conductance regulator"
"7964466"	"0.2055"	"0.00069512"	"-3.7345509"	"-0.4593736"	"-0.29966675"	"DCTN2"	"dynactin subunit 2"
"8169792"	"0.2055"	"0.00069866"	"-3.7327335"	"-0.4635903"	"-0.57148156"	"SH2D1A"	"SH2 domain containing 1A"
"7951077"	"0.2055"	"0.0007059"	"-3.7290553"	"-0.4721228"	"-0.52959859"	"SESN3"	"sestrin 3"
"8059350"	"0.2055"	"0.00071441"	"-3.7247761"	"-0.4820459"	"-0.3486096"	"AP1S3"	"adaptor related protein complex 1 sigma 3 subunit"
"8164940"	"0.2055"	"0.00071452"	"3.7247221"	"-0.4821709"	"0.36320049"	"SARDH"	"sarcosine dehydrogenase"
"8057004"	"0.2055"	"0.00071814"	"-3.7229128"	"-0.4863653"	"-0.79669009"	"PDE11A"	"phosphodiesterase 11A"
"8171449"	"0.2055"	"0.00072903"	"-3.7175349"	"-0.4988288"	"-0.59808183"	"ACE2"	"angiotensin I converting enzyme 2"
"8088339"	"0.2055"	"0.00073672"	"-3.7137861"	"-0.507513"	"-0.33426234"	"ARF4"	"ADP ribosylation factor 4"
"8131512"	"0.2055"	"0.00073763"	"3.713346"	"-0.5085324"	"0.54915307"	""	""
"7923547"	"0.2055"	"0.00073786"	"-3.7132322"	"-0.5087962"	"-1.822007"	"CHI3L1"	"chitinase 3 like 1"
"8103932"	"0.2055"	"0.00074429"	"-3.7101312"	"-0.5159772"	"-0.73629661"	"CENPU"	"centromere protein U"
"7920409"	"0.2055"	"0.00074687"	"3.7088947"	"-0.5188399"	"0.31337686"	"JTB"	"jumping translocation breakpoint"
"8113981"	"0.2076"	"0.00076062"	"-3.702368"	"-0.5339459"	"-0.45539891"	"P4HA2"	"prolyl 4-hydroxylase subunit alpha 2"
"7935679"	"0.2078"	"0.00076759"	"3.6991005"	"-0.5415051"	"0.39682451"	"CPN1"	"carboxypeptidase N subunit 1"
"8034772"	"0.2089"	"0.00078388"	"-3.6915807"	"-0.5588933"	"-0.5400396"	"ASF1B"	"anti-silencing function 1B histone chaperone"
"7898102"	"0.2089"	"0.00078415"	"3.6914596"	"-0.5591731"	"0.26296389"	"TMEM51-AS1///KAZN"	"TMEM51 antisense RNA 1///kazrin, periplakin interacting protein"
"7926875"	"0.2119"	"0.00080665"	"-3.6813206"	"-0.5825983"	"-0.6488439"	"BAMBI"	"BMP and activin membrane bound inhibitor"
"8096301"	"0.2119"	"0.0008206"	"-3.6751709"	"-0.5967957"	"-1.28150523"	"SPP1"	"secreted phosphoprotein 1"
"7895007"	"0.2119"	"0.00082293"	"3.674153"	"-0.599145"	"0.40011172"	""	""
"7965403"	"0.2119"	"0.00082428"	"-3.6735689"	"-0.6004928"	"-0.93008818"	"LUM"	"lumican"
"8074030"	"0.2119"	"0.0008322"	"3.6701349"	"-0.608416"	"0.31053391"	"PPP6R2"	"protein phosphatase 6 regulatory subunit 2"
"8022666"	"0.2119"	"0.00083373"	"-3.6694773"	"-0.6099331"	"-0.91135349"	"CHST9"	"carbohydrate sulfotransferase 9"
"7993108"	"0.213"	"0.00084441"	"3.6649068"	"-0.6204737"	"0.35351444"	""	""
"8147543"	"0.2146"	"0.0008716"	"-3.6535246"	"-0.6467042"	"-0.56220905"	"ERICH5"	"glutamate rich 5"
"7909866"	"0.2146"	"0.0008764"	"3.6515504"	"-0.6512508"	"0.31894225"	"MARC2"	"mitochondrial amidoxime reducing component 2"
"8114225"	"0.2146"	"0.0008764"	"-3.6515476"	"-0.6512574"	"-0.27274636"	"H2AFY"	"H2A histone family member Y"
"8105842"	"0.2146"	"0.00088361"	"-3.6486044"	"-0.6580341"	"-0.32274379"	"CENPH"	"centromere protein H"
"8159142"	"0.2146"	"0.00088911"	"-3.6463709"	"-0.6631754"	"-0.38289132"	"COL5A1"	"collagen type V alpha 1 chain"
"7957023"	"0.2146"	"0.00089477"	"-3.6440889"	"-0.6684273"	"-0.79767588"	"LYZ"	"lysozyme"
"8009639"	"0.2146"	"0.00089622"	"3.6435099"	"-0.6697596"	"0.35035651"	"GPRC5C"	"G protein-coupled receptor class C group 5 member C"
"8098671"	"0.2146"	"0.0009225"	"3.6331079"	"-0.693683"	"0.32103636"	"F11"	"coagulation factor XI"
"7923929"	"0.2146"	"0.00092409"	"-3.6324881"	"-0.6951076"	"-0.50320744"	"PIGR"	"polymeric immunoglobulin receptor"
"8112649"	"0.2146"	"0.00092902"	"-3.6305716"	"-0.6995124"	"-0.82528084"	"FAM169A"	"family with sequence similarity 169 member A"
"8150163"	"0.2146"	"0.00093647"	"3.6276956"	"-0.7061211"	"0.30222559"	""	""
"8151532"	"0.2146"	"0.00093675"	"-3.6275878"	"-0.7063686"	"-1.14038386"	"FABP4"	"fatty acid binding protein 4"
"7942679"	"0.2146"	"0.00093784"	"-3.6271688"	"-0.7073313"	"-0.53419638"	"ACER3"	"alkaline ceramidase 3"
"8148070"	"0.2146"	"0.0009408"	"-3.626034"	"-0.7099383"	"-0.50308843"	"COL14A1"	"collagen type XIV alpha 1 chain"
"7892898"	"0.2147"	"0.00095574"	"3.6203539"	"-0.7229825"	"0.48008057"	""	""
"8139737"	"0.2147"	"0.000958"	"-3.619502"	"-0.7249381"	"-0.3563448"	"PSPH"	"phosphoserine phosphatase"
"8003814"	"0.2147"	"0.00096069"	"3.6184915"	"-0.7272579"	"0.49432965"	"ASPA"	"aspartoacylase"
"8069122"	"0.217"	"0.0009777"	"3.6121639"	"-0.7417776"	"0.39110073"	"LRRC3"	"leucine rich repeat containing 3"
"8165496"	"0.2227"	"0.00101283"	"-3.5994235"	"-0.7709851"	"-0.57197765"	""	""
"7957298"	"0.2227"	"0.00102595"	"-3.5947709"	"-0.7816418"	"-0.65657103"	"NAV3"	"neuron navigator 3"
"8082965"	"0.2227"	"0.00105415"	"-3.5849703"	"-0.8040735"	"-0.36859322"	"MRAS"	"muscle RAS oncogene homolog"
"8070233"	"0.2227"	"0.00106084"	"3.5826827"	"-0.8093061"	"0.28343384"	"CLDN14"	"claudin 14"
"8098441"	"0.2227"	"0.00106763"	"3.5803751"	"-0.8145832"	"0.44468463"	"TENM3"	"teneurin transmembrane protein 3"
"8151871"	"0.2227"	"0.00107703"	"-3.5772034"	"-0.8218343"	"-0.34615572"	"CCNE2"	"cyclin E2"
"7892931"	"0.2227"	"0.0010858"	"3.5742666"	"-0.8285463"	"0.66899566"	""	""
"7992789"	"0.2227"	"0.00108876"	"-3.5732829"	"-0.8307941"	"-0.84170471"	"TNFRSF12A"	"TNF receptor superfamily member 12A"
"7937915"	"0.2227"	"0.00110633"	"-3.5674845"	"-0.8440387"	"-0.36876133"	"RRM1"	"ribonucleotide reductase catalytic subunit M1"
"7968035"	"0.2227"	"0.00110815"	"3.5668877"	"-0.8454016"	"0.33657735"	"SPATA13"	"spermatogenesis associated 13"
"8156897"	"0.2227"	"0.0011091"	"-3.5665775"	"-0.8461098"	"-0.37887393"	"MSANTD3"	"Myb/SANT DNA binding domain containing 3"
"8039779"	"0.2227"	"0.00112532"	"3.5613171"	"-0.8581177"	"0.4102852"	"SLC27A5"	"solute carrier family 27 member 5"
"8159086"	"0.2227"	"0.00112622"	"-3.5610268"	"-0.8587801"	"-0.54015157"	"ADAMTSL2"	"ADAMTS like 2"
"8015410"	"0.2227"	"0.00113475"	"3.5582913"	"-0.8650215"	"0.36273129"	""	""
"7920100"	"0.2227"	"0.00114159"	"3.5561127"	"-0.8699911"	"0.24617913"	"THEM5"	"thioesterase superfamily member 5"
"8155393"	"0.2227"	"0.00114197"	"3.5559938"	"-0.8702622"	"0.31916353"	"LOC102724238///GLIDR"	"uncharacterized LOC102724238///glioblastoma down-regulated RNA"
"8161451"	"0.2227"	"0.00114197"	"3.5559938"	"-0.8702622"	"0.31916353"	"LOC102724238///GLIDR"	"uncharacterized LOC102724238///glioblastoma down-regulated RNA"
"7893312"	"0.2227"	"0.00114662"	"3.5545198"	"-0.8736238"	"0.53131932"	""	""
"8080212"	"0.2227"	"0.00115055"	"3.5532782"	"-0.8764548"	"0.46221814"	"GLYCTK"	"glycerate kinase"
"7909455"	"0.2227"	"0.0011538"	"-3.5522543"	"-0.8787893"	"-0.38809214"	"TRAF3IP3"	"TRAF3 interacting protein 3"
"8114977"	"0.2227"	"0.00116117"	"3.549946"	"-0.8840514"	"0.23973154"	"HTR4"	"5-hydroxytryptamine receptor 4"
"7938528"	"0.2227"	"0.00118217"	"-3.5434399"	"-0.8988755"	"-0.2520894"	"PARVA"	"parvin alpha"
"7895641"	"0.2227"	"0.00118572"	"3.5423506"	"-0.9013565"	"0.519387"	""	""
"7989493"	"0.2227"	"0.00123634"	"-3.5271602"	"-0.9359237"	"-0.44804611"	"RPS27L"	"ribosomal protein S27 like"
"7919971"	"0.2227"	"0.0012405"	"-3.525937"	"-0.9387047"	"-0.30958642"	"RFX5"	"regulatory factor X5"
"7945648"	"0.2227"	"0.00124316"	"3.5251581"	"-0.9404755"	"0.44892653"	"KRTAP5-2///KRTAP5-AS1"	"keratin associated protein 5-2///KRTAP5-1/KRTAP5-2 antisense RNA 1"
"7974090"	"0.2227"	"0.00124703"	"3.5240297"	"-0.9430402"	"0.25322128"	"CTAGE5"	"CTAGE family member 5, ER export factor"
"8157446"	"0.2227"	"0.00126701"	"3.5182456"	"-0.9561831"	"0.24690369"	"ORM1"	"orosomucoid 1"
"7942832"	"0.2227"	"0.00126832"	"-3.5178677"	"-0.9570414"	"-0.39791427"	"DDIAS"	"DNA damage induced apoptosis suppressor"
"7922200"	"0.2227"	"0.00127926"	"-3.5147412"	"-0.964142"	"-0.3280904"	"SELP"	"selectin P"
"7908924"	"0.2227"	"0.00127982"	"-3.514583"	"-0.964501"	"-0.46807713"	"PRELP"	"proline and arginine rich end leucine rich repeat protein"
"8116272"	"0.2227"	"0.00128264"	"-3.5137806"	"-0.9663229"	"-0.36394118"	"ADAMTS2"	"ADAM metallopeptidase with thrombospondin type 1 motif 2"
"7897236"	"0.2227"	"0.0012862"	"-3.5127718"	"-0.9686132"	"-0.56276834"	"KCNAB2"	"potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"8042468"	"0.2227"	"0.00129227"	"-3.5110572"	"-0.9725053"	"-0.3389128"	"ANXA4"	"annexin A4"
"8126093"	"0.2227"	"0.00129814"	"-3.5094082"	"-0.9762476"	"-0.35918388"	""	""
"7923942"	"0.2227"	"0.00131041"	"-3.5059804"	"-0.984025"	"-0.55252809"	"FCAMR"	"Fc fragment of IgA and IgM receptor"
"7893173"	"0.2227"	"0.00132566"	"-3.5017624"	"-0.993591"	"-0.59366124"	""	""
"7895393"	"0.2227"	"0.00132658"	"-3.5015098"	"-0.9941636"	"-0.27314673"	""	""
"8080964"	"0.2227"	"0.00133061"	"-3.5004022"	"-0.9966748"	"-0.59389775"	"GXYLT2"	"glucoside xylosyltransferase 2"
"8076137"	"0.2227"	"0.00133127"	"3.5002222"	"-0.9970829"	"0.35839055"	"SUN2"	"Sad1 and UNC84 domain containing 2"
"8132838"	"0.2227"	"0.001339"	"3.4981101"	"-1.0018704"	"0.376647"	""	""
"7980908"	"0.2227"	"0.00133978"	"-3.4978982"	"-1.0023506"	"-0.7578958"	"FBLN5"	"fibulin 5"
"8095566"	"0.2227"	"0.00134053"	"-3.4976947"	"-1.0028119"	"-0.38765196"	"MOB1B"	"MOB kinase activator 1B"
"7901720"	"0.2227"	"0.00134597"	"-3.4962187"	"-1.0061566"	"-0.84534489"	"PRKAA2"	"protein kinase AMP-activated catalytic subunit alpha 2"
"7984704"	"0.2227"	"0.0013659"	"-3.4908551"	"-1.0183069"	"-0.34105022"	"NEO1"	"neogenin 1"
"8096459"	"0.2227"	"0.00137041"	"3.489652"	"-1.0210312"	"0.62033489"	""	""
"8063453"	"0.2227"	"0.00137386"	"-3.4887342"	"-1.0231092"	"-0.31761385"	"PFDN4"	"prefoldin subunit 4"
"7914938"	"0.2227"	"0.00138866"	"3.4848216"	"-1.0319656"	"0.51987856"	""	""
"7989335"	"0.2227"	"0.00139705"	"-3.4826218"	"-1.0369434"	"-0.77622303"	"ANXA2"	"annexin A2"
"8116445"	"0.2227"	"0.00140381"	"3.4808581"	"-1.0409334"	"0.34798458"	"FLT4"	"fms related tyrosine kinase 4"
"8055426"	"0.2227"	"0.00140453"	"-3.4806709"	"-1.0413567"	"-0.75636649"	"MCM6"	"minichromosome maintenance complex component 6"
"8117054"	"0.2227"	"0.00142666"	"-3.4749569"	"-1.0542775"	"-0.54445995"	"CAP2"	"CAP, adenylate cyclase-associated protein, 2 (yeast)"
"7976512"	"0.2227"	"0.00142794"	"3.4746289"	"-1.0550191"	"0.392595"	"DICER1-AS1"	"DICER1 antisense RNA 1"
