"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8042107"	"0.1477"	"0.00014448"	"4.36"	"0.8917"	"0.44453072"	"EIF3F"	"eukaryotic translation initiation factor 3 subunit F"
"8030978"	"0.1477"	"0.0001464"	"4.36"	"0.88063"	"0.68684331"	"ZNF845"	"zinc finger protein 845"
"7946128"	"0.1481"	"0.00015194"	"-4.35"	"0.84957"	"-0.4611714"	"FAM160A2"	"family with sequence similarity 160 member A2"
"7895878"	"0.1481"	"0.00015715"	"4.33"	"0.82135"	"0.34133312"	""	""
"8118667"	"0.1481"	"0.00016091"	"4.32"	"0.80156"	"0.49494582"	"MYL12B"	"myosin light chain 12B"
"8020827"	"0.1481"	"0.00016459"	"-4.32"	"0.78262"	"-1.02780371"	"MEP1B"	"meprin A subunit beta"
"7894043"	"0.1488"	"0.0001713"	"4.30"	"0.74921"	"0.35777521"	""	""
"7968226"	"0.1488"	"0.00018057"	"4.28"	"0.70507"	"0.42788094"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"7978838"	"0.1488"	"0.00018084"	"4.28"	"0.7038"	"0.49339719"	"DNAAF2"	"dynein axonemal assembly factor 2"
"7956658"	"0.1488"	"0.00019094"	"4.26"	"0.6583"	"0.95130298"	"SLC16A7"	"solute carrier family 16 member 7"
"8171066"	"0.1488"	"0.00020981"	"-4.23"	"0.57939"	"-0.52659175"	"LOC100288778///WASH1///WASH7P///WASH2P///WASH3P"	"WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene"
"7917896"	"0.1488"	"0.0002174"	"4.22"	"0.54959"	"0.28505825"	"ALG14"	"ALG14, UDP-N-acetylglucosaminyltransferase subunit"
"7944006"	"0.1488"	"0.00021947"	"4.21"	"0.54164"	"0.55891181"	"RBM7"	"RNA binding motif protein 7"
"7973427"	"0.1488"	"0.00022483"	"-4.20"	"0.52146"	"-0.38392055"	"THTPA"	"thiamine triphosphatase"
"7990839"	"0.1488"	"0.00022708"	"-4.20"	"0.51311"	"-0.6082792"	"STARD5///IL16"	"StAR related lipid transfer domain containing 5///interleukin 16"
"8154836"	"0.1488"	"0.00022712"	"4.20"	"0.51294"	"0.69133217"	"ANXA2P2///ANXA2"	"annexin A2 pseudogene 2///annexin A2"
"7893238"	"0.1488"	"0.0002276"	"4.20"	"0.51118"	"0.36490407"	""	""
"7911458"	"0.1488"	"0.00023159"	"-4.19"	"0.49664"	"-0.45166764"	"ACAP3"	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"7920047"	"0.1488"	"0.0002339"	"4.19"	"0.4883"	"0.35540742"	"MRPL9"	"mitochondrial ribosomal protein L9"
"7904930"	"0.1488"	"0.0002392"	"4.18"	"0.46952"	"0.41536271"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"7894971"	"0.1488"	"0.00024271"	"4.18"	"0.45735"	"0.41552078"	""	""
"8157463"	"0.1488"	"0.00024337"	"-4.17"	"0.45506"	"-0.37981385"	"TMEM268"	"transmembrane protein 268"
"7936727"	"0.1488"	"0.00024398"	"4.17"	"0.45294"	"0.40564404"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"8112458"	"0.1488"	"0.00024571"	"4.17"	"0.44703"	"0.40653759"	"AK6///TAF9"	"adenylate kinase 6///TATA-box binding protein associated factor 9"
"7957746"	"0.1493"	"0.0002511"	"4.16"	"0.42884"	"0.27784201"	"SLC25A3"	"solute carrier family 25 member 3"
"8065550"	"0.15"	"0.00025674"	"-4.15"	"0.41023"	"-0.40968781"	""	""
"7895135"	"0.1521"	"0.00026943"	"-4.14"	"0.3698"	"-0.47703874"	""	""
"7991835"	"0.1521"	"0.00027025"	"4.14"	"0.36725"	"0.32036838"	"RPL23AP5///RPL23A"	"ribosomal protein L23a pseudogene 5///ribosomal protein L23a"
"7930304"	"0.1521"	"0.000274"	"4.13"	"0.35572"	"0.50475736"	"GSTO1"	"glutathione S-transferase omega 1"
"7895907"	"0.153"	"0.00028035"	"4.12"	"0.33651"	"0.40277384"	""	""
"7919251"	"0.155"	"0.00029239"	"4.11"	"0.30127"	"0.41257683"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"7917482"	"0.155"	"0.00029321"	"4.11"	"0.29892"	"0.44163881"	"RBMXL1///KYAT3"	"RNA binding motif protein, X-linked like 1///kynurenine aminotransferase 3"
"7988031"	"0.1565"	"0.00030086"	"4.10"	"0.27732"	"0.45208192"	"RPS3A"	"ribosomal protein S3A"
"8088526"	"0.1608"	"0.00031384"	"4.08"	"0.2419"	"0.42733841"	"THOC7"	"THO complex 7"
"7924445"	"0.1682"	"0.00033488"	"-4.06"	"0.18751"	"-0.42675547"	"C1orf140"	"uncharacterized LOC400804"
"8145281"	"0.1682"	"0.0003456"	"-4.05"	"0.16111"	"-0.38131508"	"SLC25A37"	"solute carrier family 25 member 37"
"8007043"	"0.1682"	"0.00035413"	"-4.04"	"0.14066"	"-0.92769237"	"RAPGEFL1"	"Rap guanine nucleotide exchange factor like 1"
"8086555"	"0.1682"	"0.00037291"	"4.02"	"0.09733"	"0.41583695"	"LZTFL1"	"leucine zipper transcription factor like 1"
"7902634"	"0.1682"	"0.00037451"	"4.02"	"0.09374"	"0.43094012"	"RPF1"	"ribosome production factor 1 homolog"
"8095894"	"0.1682"	"0.00037823"	"4.01"	"0.08545"	"0.39783868"	"MRPL1"	"mitochondrial ribosomal protein L1"
"7989708"	"0.1682"	"0.00038537"	"4.01"	"0.06977"	"0.34912835"	"MTFMT"	"mitochondrial methionyl-tRNA formyltransferase"
"8097679"	"0.1682"	"0.00038737"	"4.00"	"0.06544"	"0.35490006"	"LSM6"	"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
"8001816"	"0.1682"	"0.00038912"	"-4.00"	"0.06166"	"-0.74508839"	"BEAN1"	"brain expressed, associated with NEDD4, 1"
"7974380"	"0.1682"	"0.00039288"	"4.00"	"0.05358"	"0.46178812"	"PSMC6"	"proteasome 26S subunit, ATPase 6"
"7944339"	"0.1682"	"0.00039764"	"-4.00"	"0.04349"	"-1.25269663"	""	""
"7989013"	"0.1682"	"0.0003997"	"3.99"	"0.03916"	"0.60684058"	"RSL24D1"	"ribosomal L24 domain containing 1"
"8025958"	"0.1682"	"0.00040028"	"3.99"	"0.03795"	"0.40246842"	"ZNF440"	"zinc finger protein 440"
"8100125"	"0.1682"	"0.00040417"	"3.99"	"0.02984"	"0.4436258"	""	""
"7989335"	"0.1682"	"0.00041383"	"3.98"	"0.01002"	"0.6555251"	"ANXA2"	"annexin A2"
"8004842"	"0.1682"	"0.00041853"	"-3.98"	"0.00055"	"-0.33129865"	"ARHGEF15"	"Rho guanine nucleotide exchange factor 15"
"8020630"	"0.1682"	"0.00042031"	"3.97"	"-0.00301"	"0.4426434"	"TTC39C"	"tetratricopeptide repeat domain 39C"
"7938420"	"0.1682"	"0.0004388"	"-3.96"	"-0.03911"	"-0.51315276"	""	""
"7923034"	"0.1682"	"0.00045624"	"3.94"	"-0.07179"	"0.50596037"	"B3GALT2"	"beta-1,3-galactosyltransferase 2"
"7915846"	"0.1682"	"0.00046098"	"-3.94"	"-0.08046"	"-0.31823481"	"MKNK1"	"MAP kinase interacting serine/threonine kinase 1"
"8142110"	"0.1682"	"0.00047407"	"3.93"	"-0.10394"	"0.31609336"	"SYPL1"	"synaptophysin like 1"
"8090840"	"0.1682"	"0.000506"	"3.91"	"-0.15859"	"0.34643029"	"RYK"	"receptor-like tyrosine kinase"
"8062211"	"0.1682"	"0.00051458"	"3.90"	"-0.17271"	"0.56866355"	"RPF2"	"ribosome production factor 2 homolog"
"8085660"	"0.1682"	"0.00051546"	"3.90"	"-0.17413"	"0.43017132"	"DPH3"	"diphthamide biosynthesis 3"
"8123463"	"0.1682"	"0.00052311"	"3.89"	"-0.18648"	"0.40467493"	"C6orf120///PHF10"	"chromosome 6 open reading frame 120///PHD finger protein 10"
"8122732"	"0.1682"	"0.00052638"	"3.89"	"-0.19171"	"0.44703658"	""	""
"7892628"	"0.1682"	"0.00052728"	"3.89"	"-0.19315"	"0.5798664"	""	""
"8149749"	"0.1682"	"0.00053285"	"3.89"	"-0.20196"	"0.45753531"	"TNFRSF10D"	"TNF receptor superfamily member 10d"
"8165995"	"0.1682"	"0.00054396"	"3.88"	"-0.21927"	"0.41301973"	"HCCS"	"holocytochrome c synthase"
"8028563"	"0.1682"	"0.00054441"	"3.88"	"-0.21995"	"0.38079819"	"SARS2///MRPS12"	"seryl-tRNA synthetase 2, mitochondrial///mitochondrial ribosomal protein S12"
"7892776"	"0.1682"	"0.0005582"	"3.87"	"-0.24094"	"0.44584702"	""	""
"8177046"	"0.1682"	"0.00056867"	"3.86"	"-0.25652"	"0.58822617"	""	""
"8121502"	"0.1682"	"0.000576"	"3.86"	"-0.26727"	"0.59559011"	"GTF3C6"	"general transcription factor IIIC subunit 6"
"8169352"	"0.1682"	"0.00057769"	"3.86"	"-0.26972"	"0.41076942"	"NXT2"	"nuclear transport factor 2 like export factor 2"
"7892941"	"0.1682"	"0.00058341"	"3.85"	"-0.27799"	"0.35728354"	""	""
"8101648"	"0.1682"	"0.00058369"	"3.85"	"-0.27839"	"0.62778828"	"HSD17B11"	"hydroxysteroid 17-beta dehydrogenase 11"
"8092095"	"0.1682"	"0.00058454"	"3.85"	"-0.2796"	"0.54529061"	"TNIK"	"TRAF2 and NCK interacting kinase"
"8060604"	"0.1682"	"0.00059937"	"-3.84"	"-0.30062"	"-0.93138228"	"OXT"	"oxytocin/neurophysin I prepropeptide"
"7906978"	"0.1682"	"0.00061692"	"3.83"	"-0.32482"	"0.39481715"	"MGST3///MGST3"	"microsomal glutathione S-transferase 3///microsomal glutathione S-transferase 3"
"7895509"	"0.1682"	"0.0006206"	"3.83"	"-0.32981"	"0.6958965"	""	""
"7895393"	"0.1682"	"0.00062534"	"3.83"	"-0.33619"	"0.3104532"	""	""
"7977820"	"0.1682"	"0.00063437"	"3.82"	"-0.34821"	"0.30331918"	"PRMT5"	"protein arginine methyltransferase 5"
"7981078"	"0.1682"	"0.00063644"	"3.82"	"-0.35094"	"0.4780533"	"SERPINA11"	"serpin family A member 11"
"8089034"	"0.1682"	"0.00063666"	"3.82"	"-0.35123"	"0.44880462"	"ARMC10"	"armadillo repeat containing 10"
"7911309"	"0.1682"	"0.00063933"	"-3.82"	"-0.35474"	"-0.45534195"	"LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P"	"WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///uncharacterized LOC100134445///WAS protein family homolog 7 pseudogene///WAS protein family homolog 5 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene"
"7894044"	"0.1682"	"0.00064127"	"3.82"	"-0.35729"	"0.67860987"	""	""
"7949995"	"0.1682"	"0.0006591"	"3.81"	"-0.38028"	"0.41424389"	"MRPL21"	"mitochondrial ribosomal protein L21"
"8099887"	"0.1682"	"0.00066364"	"3.81"	"-0.38604"	"0.42604788"	"RPL9"	"ribosomal protein L9"
"7990898"	"0.1682"	"0.00066479"	"3.81"	"-0.38749"	"0.42862996"	"RPL9"	"ribosomal protein L9"
"8159790"	"0.1682"	"0.00066832"	"-3.80"	"-0.39193"	"-0.43983112"	"LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P"	"WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///uncharacterized LOC100134445///WAS protein family homolog 7 pseudogene///WAS protein family homolog 5 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene"
"8177635"	"0.1682"	"0.00067124"	"3.80"	"-0.39558"	"0.38384266"	"AK6///TAF9"	"adenylate kinase 6///TATA-box binding protein associated factor 9"
"8083000"	"0.1682"	"0.00067435"	"3.80"	"-0.39946"	"0.42850364"	"FAIM"	"Fas apoptotic inhibitory molecule"
"7955637"	"0.1682"	"0.00069228"	"3.79"	"-0.42146"	"0.6606736"	"KRT18"	"keratin 18"
"7896544"	"0.1682"	"0.00069942"	"3.79"	"-0.43007"	"0.44636015"	""	""
"8116445"	"0.1682"	"0.0007019"	"-3.79"	"-0.43304"	"-0.3732338"	"FLT4"	"fms related tyrosine kinase 4"
"7990545"	"0.1682"	"0.00071414"	"-3.78"	"-0.44754"	"-0.44666673"	"CSPG4"	"chondroitin sulfate proteoglycan 4"
"7935730"	"0.1682"	"0.00071764"	"3.78"	"-0.45163"	"0.30088804"	"CWF19L1"	"CWF19-like 1, cell cycle control (S. pombe)"
"8180410"	"0.1682"	"0.00072219"	"3.78"	"-0.45692"	"0.33950336"	"EIF3F"	"eukaryotic translation initiation factor 3 subunit F"
"8082229"	"0.1682"	"0.00072219"	"3.78"	"-0.45692"	"0.44811835"	"UMPS"	"uridine monophosphate synthetase"
"8105111"	"0.1682"	"0.00072418"	"3.77"	"-0.45924"	"0.41516033"	"FBXO4"	"F-box protein 4"
"7926896"	"0.1682"	"0.00072461"	"3.77"	"-0.45973"	"0.32130738"	"CKS1B"	"CDC28 protein kinase regulatory subunit 1B"
"7988327"	"0.1682"	"0.00072886"	"-3.77"	"-0.46464"	"-0.34100839"	"PATL2"	"PAT1 homolog 2"
"8022404"	"0.1682"	"0.0007289"	"3.77"	"-0.46469"	"0.4351674"	"FAM210A"	"family with sequence similarity 210 member A"
"7895994"	"0.1682"	"0.00073623"	"3.77"	"-0.47308"	"0.44655685"	""	""
"7895866"	"0.1682"	"0.00073851"	"3.77"	"-0.47567"	"0.52483732"	""	""
"7990949"	"0.1682"	"0.00074012"	"3.77"	"-0.47749"	"0.42980014"	"RPL9"	"ribosomal protein L9"
"7922402"	"0.1682"	"0.00074291"	"3.76"	"-0.48065"	"0.61123953"	"GAS5///SNORD47"	"growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 47"
"7955719"	"0.1682"	"0.00074313"	"3.76"	"-0.48089"	"0.61794999"	"HIGD1A"	"HIG1 hypoxia inducible domain family member 1A"
"8135625"	"0.1682"	"0.00074814"	"3.76"	"-0.48653"	"0.40047881"	"CAPZA2"	"capping actin protein of muscle Z-line alpha subunit 2"
"8111788"	"0.1682"	"0.00074995"	"3.76"	"-0.48856"	"0.40896538"	"TTC33"	"tetratricopeptide repeat domain 33"
"8112327"	"0.1682"	"0.00075032"	"3.76"	"-0.48897"	"0.32337788"	"CKS1B"	"CDC28 protein kinase regulatory subunit 1B"
"7928107"	"0.1682"	"0.00075051"	"-3.76"	"-0.48918"	"-0.54015856"	"H2AFY2"	"H2A histone family member Y2"
"7946641"	"0.1682"	"0.0007519"	"-3.76"	"-0.49073"	"-0.45271746"	"GALNT18"	"polypeptide N-acetylgalactosaminyltransferase 18"
"7896613"	"0.1682"	"0.00075708"	"-3.76"	"-0.49649"	"-0.75112343"	""	""
"8171834"	"0.1682"	"0.00075724"	"3.76"	"-0.49667"	"0.42196942"	"RPL9"	"ribosomal protein L9"
"8044649"	"0.1682"	"0.0007607"	"-3.76"	"-0.50048"	"-0.41642757"	"LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P"	"WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///uncharacterized LOC100134445///WAS protein family homolog 7 pseudogene///WAS protein family homolog 5 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene"
"7896096"	"0.1682"	"0.00076089"	"-3.76"	"-0.5007"	"-0.70528707"	""	""
"7939068"	"0.1682"	"0.000764"	"3.75"	"-0.50412"	"0.4108217"	"RPS25"	"ribosomal protein S25"
"8159211"	"0.1682"	"0.00077029"	"-3.75"	"-0.51099"	"-0.47700159"	"FCN2"	"ficolin 2"
"8024467"	"0.1682"	"0.00077089"	"-3.75"	"-0.51165"	"-0.79181056"	"TMPRSS9///TIMM13///TMPRSS9"	"transmembrane protease, serine 9///translocase of inner mitochondrial membrane 13///transmembrane protease, serine 9"
"7964089"	"0.1682"	"0.00077351"	"-3.75"	"-0.51449"	"-0.42240267"	"PAN2"	"PAN2 poly(A) specific ribonuclease subunit"
"8180312"	"0.1682"	"0.00077758"	"3.75"	"-0.51889"	"0.34912744"	"SKP1"	"S-phase kinase-associated protein 1"
"8164155"	"0.1682"	"0.00078244"	"3.75"	"-0.52412"	"0.32087736"	"PPP6C"	"protein phosphatase 6 catalytic subunit"
"8035639"	"0.1682"	"0.00078475"	"-3.74"	"-0.52659"	"-0.72979426"	"HAPLN4"	"hyaluronan and proteoglycan link protein 4"
"7968297"	"0.1682"	"0.00078528"	"3.74"	"-0.52715"	"0.31496003"	"POMP"	"proteasome maturation protein"
"8017810"	"0.1682"	"0.0007889"	"3.74"	"-0.53101"	"0.41259352"	"PSMD12"	"proteasome 26S subunit, non-ATPase 12"
"7895273"	"0.1682"	"0.0007897"	"3.74"	"-0.53186"	"0.34809766"	""	""
"7896021"	"0.1682"	"0.00079025"	"3.74"	"-0.53244"	"0.46846334"	""	""
"7920664"	"0.1682"	"0.00079798"	"-3.74"	"-0.5406"	"-0.54192673"	"THBS3"	"thrombospondin 3"
"8092230"	"0.1682"	"0.00080822"	"3.73"	"-0.55129"	"0.55963006"	"ZMAT3"	"zinc finger matrin-type 3"
"8051409"	"0.1682"	"0.00080851"	"-3.73"	"-0.55159"	"-0.33738789"	""	""
"8042335"	"0.1682"	"0.00081014"	"3.73"	"-0.55328"	"0.35699716"	"VDAC2"	"voltage dependent anion channel 2"
"7904853"	"0.1682"	"0.00081161"	"3.73"	"-0.5548"	"0.43828011"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"7916229"	"0.1682"	"0.00081835"	"-3.73"	"-0.56174"	"-0.56366221"	"ECHDC2"	"enoyl-CoA hydratase domain containing 2"
"7995242"	"0.1682"	"0.00082202"	"-3.73"	"-0.56549"	"-0.5989619"	"CLUHP3"	"clustered mitochondria homolog pseudogene 3"
"7926875"	"0.1682"	"0.00082696"	"3.72"	"-0.57051"	"0.74900388"	"BAMBI"	"BMP and activin membrane bound inhibitor"
"7990916"	"0.1682"	"0.00082836"	"3.72"	"-0.57192"	"0.33278996"	"RPS17"	"ribosomal protein S17"
"7990965"	"0.1682"	"0.00082836"	"3.72"	"-0.57192"	"0.33278996"	"RPS17"	"ribosomal protein S17"
"7924603"	"0.1682"	"0.00083426"	"3.72"	"-0.57787"	"0.38292982"	"LBR"	"lamin B receptor"
"8117458"	"0.1682"	"0.00083664"	"-3.72"	"-0.58027"	"-0.43334995"	"BTN3A1"	"butyrophilin subfamily 3 member A1"
"7953697"	"0.1682"	"0.00083908"	"3.72"	"-0.58271"	"0.34500943"	""	""
"8049752"	"0.1682"	"0.00085454"	"-3.71"	"-0.59801"	"-0.53299904"	"SNED1"	"sushi, nidogen and EGF like domains 1"
"7998119"	"0.1682"	"0.00085532"	"-3.71"	"-0.59877"	"-0.4559477"	"LOC100288778///WASH1///WASH7P///WASH2P///WASH3P"	"WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene"
"8101143"	"0.1682"	"0.00085644"	"3.71"	"-0.59987"	"0.30212039"	"NUP54"	"nucleoporin 54"
"8141050"	"0.1682"	"0.00085864"	"3.71"	"-0.60202"	"0.44078262"	"RPS3A"	"ribosomal protein S3A"
"7997491"	"0.1693"	"0.00087848"	"3.70"	"-0.62117"	"0.44335302"	"HSD17B2"	"hydroxysteroid 17-beta dehydrogenase 2"
"8043932"	"0.1693"	"0.00088216"	"3.70"	"-0.62467"	"0.3532239"	"RPL31"	"ribosomal protein L31"
"7991209"	"0.1693"	"0.000884"	"3.70"	"-0.62642"	"0.37335652"	"MRPL46"	"mitochondrial ribosomal protein L46"
"7982206"	"0.1693"	"0.00088464"	"-3.70"	"-0.62703"	"-0.6831224"	"GOLGA8O///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP"	"golgin A8 family member O///golgin A8 family member T///golgin A8 family member J///golgin A8 family member N///golgin A8 family member I, pseudogene"
"7988077"	"0.1707"	"0.00090096"	"3.69"	"-0.64235"	"0.36600396"	"LCMT2"	"leucine carboxyl methyltransferase 2"
"7932794"	"0.1707"	"0.00090362"	"3.69"	"-0.64482"	"0.4529241"	""	""
"8074131"	"0.1707"	"0.00093078"	"-3.68"	"-0.66964"	"-0.36143867"	"SHANK3"	"SH3 and multiple ankyrin repeat domains 3"
"7893196"	"0.1707"	"0.00093353"	"3.68"	"-0.67212"	"0.63005716"	""	""
"7973936"	"0.1707"	"0.00093474"	"3.68"	"-0.67321"	"0.40924007"	"PSMA6"	"proteasome subunit alpha 6"
"8112570"	"0.1707"	"0.00094196"	"3.68"	"-0.67965"	"0.2482542"	"MRPS27"	"mitochondrial ribosomal protein S27"
"8143957"	"0.1707"	"0.00095941"	"3.67"	"-0.69503"	"0.55400943"	"RHEB"	"Ras homolog enriched in brain"
"8128322"	"0.1707"	"0.00096427"	"3.67"	"-0.69927"	"0.46679185"	"NDUFAF4"	"NADH:ubiquinone oxidoreductase complex assembly factor 4"
"7895481"	"0.1707"	"0.00096838"	"3.67"	"-0.70284"	"0.25000019"	""	""
"8029347"	"0.1707"	"0.00096964"	"3.67"	"-0.70392"	"0.27837931"	"ZNF230"	"zinc finger protein 230"
"7979886"	"0.1707"	"0.00097003"	"3.67"	"-0.70426"	"0.47977529"	""	""
"7957052"	"0.1707"	"0.00097436"	"3.66"	"-0.708"	"0.32337441"	"CCT2"	"chaperonin containing TCP1 subunit 2"
"7893453"	"0.1707"	"0.00097494"	"-3.66"	"-0.7085"	"-0.89892648"	""	""
"8167912"	"0.1707"	"0.00097519"	"-3.66"	"-0.70871"	"-0.35351668"	"KLF8"	"Kruppel like factor 8"
"8129454"	"0.1707"	"0.00097729"	"-3.66"	"-0.71052"	"-0.35228789"	""	""
"7987027"	"0.1707"	"0.00097789"	"-3.66"	"-0.71102"	"-0.71016755"	"GOLGA8O///GOLGA8N"	"golgin A8 family member O///golgin A8 family member N"
"8005785"	"0.1707"	"0.00097938"	"-3.66"	"-0.7123"	"-0.34542306"	"KSR1"	"kinase suppressor of ras 1"
"8005473"	"0.1716"	"0.00099391"	"3.66"	"-0.72465"	"0.51946694"	"PAIP1"	"poly(A) binding protein interacting protein 1"
"8149475"	"0.1716"	"0.00099851"	"3.65"	"-0.72851"	"0.33868167"	"CNOT7"	"CCR4-NOT transcription complex subunit 7"
"8041763"	"0.1716"	"0.00100008"	"-3.65"	"-0.72983"	"-0.72403026"	"PRKCE"	"protein kinase C epsilon"
"7969544"	"0.1724"	"0.0010095"	"3.65"	"-0.73769"	"0.3640883"	"NDFIP2"	"Nedd4 family interacting protein 2"
"7969488"	"0.1726"	"0.00101941"	"3.65"	"-0.74587"	"0.37274251"	"CLN5"	"ceroid-lipofuscinosis, neuronal 5"
"8138361"	"0.1726"	"0.00102341"	"3.65"	"-0.74916"	"0.42057249"	"RPL36A"	"ribosomal protein L36a"
"7992639"	"0.1726"	"0.00103568"	"-3.64"	"-0.75914"	"-0.60174804"	"TBC1D24"	"TBC1 domain family member 24"
"7899774"	"0.1726"	"0.00103594"	"3.64"	"-0.75936"	"0.35272574"	"HDAC1"	"histone deacetylase 1"
"7893259"	"0.1726"	"0.00103719"	"3.64"	"-0.76036"	"0.51507712"	""	""
"7951660"	"0.1726"	"0.00104228"	"3.64"	"-0.76447"	"0.29674699"	""	""
"8025522"	"0.1726"	"0.00104698"	"-3.64"	"-0.76824"	"-1.13764701"	"C3P1"	"complement component 3 precursor pseudogene"
