"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7957654"	"0.049999"	"4.53e-05"	"-4.684998"	"1.9163"	"-0.6535896"	"AMDHD1"	"amidohydrolase domain containing 1"
"8060963"	"0.049999"	"4.73e-05"	"4.670005"	"1.8786"	"0.612848"	"SNAP25"	"synaptosome associated protein 25"
"8161270"	"0.049999"	"4.75e-05"	"4.668759"	"1.87547"	"0.9993574"	"ANKRD18A"	"ankyrin repeat domain 18A"
"7935627"	"0.049999"	"4.84e-05"	"-4.662379"	"1.85943"	"-0.4228154"	"GOT1"	"glutamic-oxaloacetic transaminase 1"
"7999360"	"0.049999"	"4.86e-05"	"-4.661074"	"1.85615"	"-0.4811368"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"7924144"	"0.049999"	"4.96e-05"	"-4.654317"	"1.83917"	"-0.4049912"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"8127854"	"0.050319"	"5.14e-05"	"4.641987"	"1.80819"	"1.0957166"	"ME1"	"malic enzyme 1"
"7957221"	"0.052964"	"5.85e-05"	"4.59773"	"1.69706"	"1.200065"	"TRHDE-AS1///TRHDE"	"TRHDE antisense RNA 1///thyrotropin releasing hormone degrading enzyme"
"7980096"	"0.052964"	"6.13e-05"	"-4.581914"	"1.65737"	"-0.8760754"	""	""
"8131661"	"0.052964"	"6.37e-05"	"-4.568933"	"1.62481"	"-0.365802"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"7968226"	"0.052964"	"6.46e-05"	"-4.564041"	"1.61255"	"-0.360582"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"8058091"	"0.052964"	"6.70e-05"	"4.551507"	"1.58113"	"0.5026211"	"SATB2"	"SATB homeobox 2"
"8134339"	"0.052964"	"6.99e-05"	"4.537145"	"1.54514"	"1.9320199"	"PEG10"	"paternally expressed 10"
"8143110"	"0.052964"	"7.08e-05"	"-4.532698"	"1.534"	"-0.3214368"	"SLC13A4"	"solute carrier family 13 member 4"
"8171684"	"0.052964"	"7.09e-05"	"4.532005"	"1.53226"	"0.3915429"	"SH3KBP1"	"SH3 domain containing kinase binding protein 1"
"7899192"	"0.052964"	"7.23e-05"	"4.52557"	"1.51614"	"0.6366019"	"RPS6KA1"	"ribosomal protein S6 kinase A1"
"8082965"	"0.052964"	"7.23e-05"	"4.525411"	"1.51574"	"0.4741537"	"MRAS"	"muscle RAS oncogene homolog"
"7924636"	"0.052964"	"7.27e-05"	"4.523822"	"1.51176"	"0.5652401"	"TMEM63A"	"transmembrane protein 63A"
"8123463"	"0.052964"	"7.32e-05"	"-4.521446"	"1.50581"	"-0.3909211"	"C6orf120///PHF10"	"chromosome 6 open reading frame 120///PHD finger protein 10"
"7894916"	"0.053694"	"7.66e-05"	"-4.505645"	"1.46626"	"-0.4395984"	""	""
"8057599"	"0.053694"	"7.96e-05"	"-4.492613"	"1.43364"	"-0.4577485"	"TFPI"	"tissue factor pathway inhibitor"
"7893573"	"0.053694"	"7.96e-05"	"-4.492502"	"1.43336"	"-0.7218279"	""	""
"7928218"	"0.053694"	"8.06e-05"	"-4.488262"	"1.42276"	"-0.6930704"	"CDH23"	"cadherin-related 23"
"8137865"	"0.054258"	"8.54e-05"	"4.468621"	"1.37364"	"0.3983514"	"GNA12"	"G protein subunit alpha 12"
"7939068"	"0.054258"	"8.65e-05"	"-4.464148"	"1.36246"	"-0.3423848"	"RPS25"	"ribosomal protein S25"
"7940486"	"0.054258"	"8.77e-05"	"-4.459637"	"1.35119"	"-0.2428982"	"SDHAF2"	"succinate dehydrogenase complex assembly factor 2"
"8169717"	"0.054258"	"8.80e-05"	"4.458337"	"1.34794"	"0.6754827"	"GRIA3"	"glutamate ionotropic receptor AMPA type subunit 3"
"8050702"	"0.05564"	"9.19e-05"	"4.443435"	"1.31071"	"0.7807104"	"TP53I3"	"tumor protein p53 inducible protein 3"
"8056583"	"0.056148"	"9.57e-05"	"-4.429516"	"1.27595"	"-0.6306373"	"ABCB11"	"ATP binding cassette subfamily B member 11"
"7908492"	"0.056148"	"9.61e-05"	"-4.428074"	"1.27235"	"-0.9461648"	"CFHR4"	"complement factor H related 4"
"7936727"	"0.056724"	"9.93e-05"	"-4.416995"	"1.2447"	"-0.3481001"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"7965873"	"0.056724"	"1.01e-04"	"-4.41274"	"1.23409"	"-0.9757798"	"IGF1"	"insulin like growth factor 1"
"8061013"	"0.059385"	"1.07e-04"	"4.391231"	"1.18045"	"0.9826481"	"ISM1"	"isthmin 1, angiogenesis inhibitor"
"7893001"	"0.060156"	"1.11e-04"	"-4.377395"	"1.14597"	"-0.4762489"	""	""
"8043718"	"0.060156"	"1.12e-04"	"-4.375533"	"1.14133"	"-0.3394597"	"COX5B"	"cytochrome c oxidase subunit 5B"
"8141066"	"0.062989"	"1.19e-04"	"-4.354211"	"1.08823"	"-0.4549687"	"PON3"	"paraoxonase 3"
"7919251"	"0.066549"	"1.28e-04"	"-4.329866"	"1.02767"	"-0.3504774"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"7927814"	"0.067013"	"1.31e-04"	"-4.322133"	"1.00845"	"-0.3889525"	"SIRT1"	"sirtuin 1"
"8080466"	"0.067296"	"1.35e-04"	"-4.311018"	"0.98083"	"-0.5480878"	"ITIH3"	"inter-alpha-trypsin inhibitor heavy chain 3"
"7893298"	"0.067296"	"1.35e-04"	"-4.310239"	"0.97889"	"-0.6558738"	""	""
"7904930"	"0.070333"	"1.44e-04"	"-4.289904"	"0.92839"	"-0.3522243"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"7981326"	"0.072901"	"1.51e-04"	"-4.272487"	"0.88518"	"-0.3918594"	"MIR1247///DIO3OS"	"microRNA 1247///DIO3 opposite strand/antisense RNA (head to head)"
"8167654"	"0.076674"	"1.61e-04"	"-4.250078"	"0.82964"	"-0.3471514"	"GSPT2"	"G1 to S phase transition 2"
"7905028"	"0.081372"	"1.74e-04"	"4.224598"	"0.76656"	"0.5024528"	"LOC654342///LOC645166"	"lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1 pseudogene"
"8005510"	"0.081466"	"1.81e-04"	"-4.209952"	"0.73034"	"-0.5026473"	""	""
"8013292"	"0.081466"	"1.81e-04"	"-4.209952"	"0.73034"	"-0.5026473"	""	""
"7917180"	"0.081466"	"1.81e-04"	"-4.20987"	"0.73013"	"-0.6445181"	""	""
"7902227"	"0.082669"	"1.86e-04"	"4.200137"	"0.70608"	"0.4161719"	"GADD45A"	"growth arrest and DNA damage inducible alpha"
"8020037"	"0.082784"	"1.89e-04"	"4.195065"	"0.69355"	"0.4282937"	"MTCL1"	"microtubule crosslinking factor 1"
"8020827"	"0.08282"	"1.92e-04"	"4.190381"	"0.68198"	"1.3412951"	"MEP1B"	"meprin A subunit beta"
"8111788"	"0.090824"	"2.17e-04"	"-4.146562"	"0.57389"	"-0.3391617"	"TTC33"	"tetratricopeptide repeat domain 33"
"8167965"	"0.090824"	"2.18e-04"	"4.145099"	"0.57028"	"0.573048"	"MSN"	"moesin"
"7949719"	"0.090824"	"2.18e-04"	"-4.145078"	"0.57023"	"-0.4783057"	"PC"	"pyruvate carboxylase"
"7981078"	"0.091246"	"2.23e-04"	"-4.137625"	"0.55188"	"-0.4271701"	"SERPINA11"	"serpin family A member 11"
"8146633"	"0.091246"	"2.25e-04"	"-4.134879"	"0.54511"	"-0.4468242"	"UG0898H09"	"uncharacterized LOC643763"
"7941797"	"0.096381"	"2.42e-04"	"4.108988"	"0.48142"	"0.2431365"	"GRK2"	"G protein-coupled receptor kinase 2"
"8091306"	"0.096381"	"2.43e-04"	"-4.107429"	"0.47758"	"-0.5078576"	"PLSCR4"	"phospholipid scramblase 4"
"7932453"	"0.100102"	"2.56e-04"	"4.090099"	"0.435"	"0.5861799"	"NEBL"	"nebulette"
"7918622"	"0.103437"	"2.70e-04"	"-4.071281"	"0.38882"	"-0.586219"	"SLC16A1"	"solute carrier family 16 member 1"
"8158059"	"0.103437"	"2.72e-04"	"4.068186"	"0.38123"	"0.4913164"	"STXBP1"	"syntaxin binding protein 1"
"8048205"	"0.103437"	"2.73e-04"	"-4.066557"	"0.37724"	"-1.3464979"	"IGFBP2"	"insulin like growth factor binding protein 2"
"7960381"	"0.108586"	"2.90e-04"	"-4.045629"	"0.32596"	"-0.7474379"	"CRACR2A"	"calcium release activated channel regulator 2A"
"8172028"	"0.109674"	"3.01e-04"	"-4.032508"	"0.29384"	"-0.4606232"	""	""
"8114653"	"0.109674"	"3.02e-04"	"-4.032098"	"0.29284"	"-0.2800006"	"TAF7"	"TATA-box binding protein associated factor 7"
"8100318"	"0.109674"	"3.03e-04"	"4.030542"	"0.28903"	"0.6415502"	"SGCB"	"sarcoglycan beta"
"7976496"	"0.110785"	"3.11e-04"	"-4.021956"	"0.26803"	"-0.3272427"	"SERPINA3"	"serpin family A member 3"
"7905929"	"0.110785"	"3.13e-04"	"-4.019485"	"0.26199"	"-0.4863418"	"EFNA1"	"ephrin A1"
"8172573"	"0.112656"	"3.21e-04"	"-4.009909"	"0.23859"	"-0.3718174"	"SYP"	"synaptophysin"
"7892901"	"0.114129"	"3.29e-04"	"-4.001516"	"0.21809"	"-0.310708"	""	""
"8092021"	"0.114129"	"3.32e-04"	"3.998049"	"0.20963"	"0.6497971"	"LRRC31"	"leucine rich repeat containing 31"
"7893657"	"0.117639"	"3.47e-04"	"-3.983056"	"0.17305"	"-0.4851901"	""	""
"7907492"	"0.117639"	"3.50e-04"	"3.980256"	"0.16622"	"0.3630383"	"RABGAP1L"	"RAB GTPase activating protein 1 like"
"8149521"	"0.117782"	"3.54e-04"	"-3.976287"	"0.15655"	"-0.5866454"	"FGL1"	"fibrinogen like 1"
"8168357"	"0.117782"	"3.60e-04"	"-3.970573"	"0.14262"	"-0.321471"	"RPS26P11///RPS26"	"ribosomal protein S26 pseudogene 11///ribosomal protein S26"
"8044301"	"0.117782"	"3.61e-04"	"-3.969342"	"0.13962"	"-0.3832805"	"SOWAHC"	"sosondowah ankyrin repeat domain family member C"
"7993281"	"0.118213"	"3.68e-04"	"3.96221"	"0.12225"	"0.3926009"	"SNX29"	"sorting nexin 29"
"8092314"	"0.118213"	"3.70e-04"	"-3.960637"	"0.11842"	"-0.4562606"	"DNAJC19"	"DnaJ heat shock protein family (Hsp40) member C19"
"8019988"	"0.118213"	"3.75e-04"	"3.955941"	"0.10699"	"0.3948645"	"PTPRM"	"protein tyrosine phosphatase, receptor type M"
"8101699"	"0.118213"	"3.76e-04"	"-3.954534"	"0.10357"	"-0.9255434"	"PPM1K"	"protein phosphatase, Mg2+/Mn2+ dependent 1K"
"8144786"	"0.118394"	"3.82e-04"	"-3.949018"	"0.09015"	"-0.363923"	"SLC7A2"	"solute carrier family 7 member 2"
"8044927"	"0.118394"	"3.84e-04"	"-3.947417"	"0.08625"	"-0.531563"	"INHBB///INHBB"	"inhibin beta B subunit///inhibin beta B subunit"
"8145470"	"0.119931"	"3.93e-04"	"3.938979"	"0.06573"	"0.5250601"	"DPYSL2"	"dihydropyrimidinase like 2"
"8013159"	"0.119931"	"4.00e-04"	"3.933362"	"0.05208"	"0.2460585"	"TOM1L2"	"target of myb1 like 2 membrane trafficking protein"
"7962274"	"0.119931"	"4.00e-04"	"3.93323"	"0.05176"	"0.3851124"	"KIF21A"	"kinesin family member 21A"
"7957759"	"0.121559"	"4.09e-04"	"3.925316"	"0.03254"	"0.3153391"	"APAF1"	"apoptotic peptidase activating factor 1"
"8169984"	"0.12313"	"4.18e-04"	"-3.917655"	"0.01394"	"-0.6102109"	"HPRT1"	"hypoxanthine phosphoribosyltransferase 1"
"8141803"	"0.124754"	"4.29e-04"	"3.90826"	"-0.00885"	"0.4105654"	"RASA4CP///RASA4"	"RAS p21 protein activator 4C, pseudogene///RAS p21 protein activator 4"
"8081036"	"0.124754"	"4.33e-04"	"-3.90503"	"-0.01669"	"-0.6212577"	"CADM2"	"cell adhesion molecule 2"
"7951157"	"0.124754"	"4.36e-04"	"3.902518"	"-0.02277"	"0.4309286"	"CCDC82"	"coiled-coil domain containing 82"
"8044212"	"0.124754"	"4.38e-04"	"3.900756"	"-0.02705"	"0.7711671"	"SULT1C2"	"sulfotransferase family 1C member 2"
"8120967"	"0.12554"	"4.48e-04"	"-3.892719"	"-0.04652"	"-0.5137112"	"NT5E"	"5'-nucleotidase ecto"
"8145005"	"0.12554"	"4.49e-04"	"3.892554"	"-0.04692"	"0.8179785"	"DMTN"	"dematin actin binding protein"
"7952086"	"0.126454"	"4.56e-04"	"3.887032"	"-0.0603"	"0.9055632"	"TREH"	"trehalase"
"7894205"	"0.130078"	"4.73e-04"	"-3.874106"	"-0.09158"	"-0.3964404"	""	""
"8122013"	"0.131389"	"4.81e-04"	"-3.867647"	"-0.1072"	"-0.4568079"	"L3MBTL3"	"l(3)mbt-like 3 (Drosophila)"
"7894163"	"0.133038"	"4.91e-04"	"-3.860343"	"-0.12485"	"-0.5371716"	""	""
"7903355"	"0.134105"	"4.99e-04"	"-3.854644"	"-0.13862"	"-0.8310731"	"GPR88"	"G protein-coupled receptor 88"
"7980098"	"0.13538"	"5.11e-04"	"-3.846708"	"-0.15778"	"-0.3998036"	"BBOF1///ALDH6A1"	"basal body orientation factor 1///aldehyde dehydrogenase 6 family member A1"
"8057004"	"0.13538"	"5.12e-04"	"3.845621"	"-0.1604"	"0.9387663"	"PDE11A"	"phosphodiesterase 11A"
"8148280"	"0.137394"	"5.24e-04"	"3.837582"	"-0.17979"	"1.1579776"	"SQLE"	"squalene epoxidase"
"7964246"	"0.142306"	"5.54e-04"	"-3.818045"	"-0.22688"	"-0.5212428"	"SNORD59B"	"small nucleolar RNA, C/D box 59B"
"7907286"	"0.142306"	"5.54e-04"	"3.817553"	"-0.22806"	"1.1061514"	"FMO1"	"flavin containing monooxygenase 1"
"7914000"	"0.142306"	"5.60e-04"	"-3.813951"	"-0.23673"	"-0.8809452"	"NR0B2"	"nuclear receptor subfamily 0 group B member 2"
"8043375"	"0.142306"	"5.65e-04"	"-3.81106"	"-0.24369"	"-0.7956072"	""	""
"8100760"	"0.142306"	"5.69e-04"	"3.808417"	"-0.25005"	"0.5721475"	"UGT2A3"	"UDP glucuronosyltransferase family 2 member A3"
"7901748"	"0.142306"	"5.73e-04"	"-3.805569"	"-0.2569"	"-0.4417339"	"FGGY"	"FGGY carbohydrate kinase domain containing"
"7922804"	"0.142306"	"5.78e-04"	"3.8029"	"-0.26332"	"0.26899"	"APOBEC4"	"apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4"
"7925492"	"0.142306"	"5.82e-04"	"-3.800341"	"-0.26947"	"-0.2985378"	"OPN3///KMO"	"opsin 3///kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)"
"8114363"	"0.142306"	"5.84e-04"	"-3.799322"	"-0.27192"	"-1.0122284"	""	""
"7938368"	"0.142306"	"5.86e-04"	"-3.797881"	"-0.27539"	"-0.5050336"	""	""
"7892536"	"0.142306"	"5.90e-04"	"-3.79559"	"-0.28089"	"-0.3155269"	""	""
"8154363"	"0.149456"	"6.30e-04"	"-3.772257"	"-0.33691"	"-0.2855109"	"RPS26"	"ribosomal protein S26"
"8151532"	"0.149456"	"6.30e-04"	"3.772177"	"-0.33711"	"1.2841181"	"FABP4"	"fatty acid binding protein 4"
"7920047"	"0.149456"	"6.33e-04"	"-3.770469"	"-0.3412"	"-0.273991"	"MRPL9"	"mitochondrial ribosomal protein L9"
"8047078"	"0.154177"	"6.58e-04"	"3.756851"	"-0.37384"	"0.4389139"	"MFSD6"	"major facilitator superfamily domain containing 6"
"8052934"	"0.157471"	"7.00e-04"	"-3.734539"	"-0.42723"	"-0.3082859"	"MCEE"	"methylmalonyl-CoA epimerase"
"8035639"	"0.157471"	"7.02e-04"	"3.733584"	"-0.42951"	"0.6517141"	"HAPLN4"	"hyaluronan and proteoglycan link protein 4"
"7893506"	"0.157471"	"7.07e-04"	"-3.73117"	"-0.43528"	"-0.7504342"	""	""
"8135601"	"0.157471"	"7.07e-04"	"-3.730797"	"-0.43617"	"-0.3909429"	"MET"	"MET proto-oncogene, receptor tyrosine kinase"
"8009075"	"0.157471"	"7.10e-04"	"3.729284"	"-0.43978"	"0.3628914"	"TANC2"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"8125780"	"0.157471"	"7.11e-04"	"3.729149"	"-0.44011"	"0.9662007"	"IP6K3"	"inositol hexakisphosphate kinase 3"
"8144917"	"0.157471"	"7.11e-04"	"3.728725"	"-0.44112"	"0.7121866"	"LPL"	"lipoprotein lipase"
"8154151"	"0.157471"	"7.18e-04"	"-3.725209"	"-0.44952"	"-0.2872188"	"PLPP6"	"phospholipid phosphatase 6"
"8110183"	"0.157471"	"7.21e-04"	"3.723709"	"-0.4531"	"0.960088"	"CDHR2"	"cadherin related family member 2"
"8030277"	"0.157471"	"7.31e-04"	"3.71893"	"-0.46451"	"0.5241198"	"CD37"	"CD37 molecule"
"7904853"	"0.157471"	"7.32e-04"	"-3.718257"	"-0.46612"	"-0.3203039"	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"8022283"	"0.157471"	"7.33e-04"	"3.717881"	"-0.46701"	"0.4453583"	"PIEZO2"	"piezo type mechanosensitive ion channel component 2"
"8045229"	"0.157471"	"7.33e-04"	"-3.717868"	"-0.46705"	"-0.4243142"	"ARHGEF4"	"Rho guanine nucleotide exchange factor 4"
"7896127"	"0.157471"	"7.38e-04"	"3.715673"	"-0.47228"	"1.1199729"	""	""
"7969533"	"0.157825"	"7.44e-04"	"-3.712581"	"-0.47966"	"-0.3289999"	"SLAIN1"	"SLAIN motif family member 1"
"8169210"	"0.158709"	"7.53e-04"	"-3.708305"	"-0.48986"	"-0.5369204"	"RIPPLY1///CLDN2"	"ripply transcriptional repressor 1///claudin 2"
"8018761"	"0.15892"	"7.64e-04"	"3.70332"	"-0.50174"	"0.4724729"	"ST6GALNAC2"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"8180372"	"0.15892"	"7.64e-04"	"3.70332"	"-0.50174"	"0.4724729"	"ST6GALNAC2"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"8080487"	"0.158977"	"7.69e-04"	"3.700957"	"-0.50737"	"0.3750193"	"PRKCD"	"protein kinase C delta"
"7965606"	"0.162323"	"7.90e-04"	"-3.691264"	"-0.53046"	"-0.8322781"	"HAL"	"histidine ammonia-lyase"
"7901038"	"0.165734"	"8.18e-04"	"-3.678769"	"-0.56019"	"-0.2718334"	"RPS8"	"ribosomal protein S8"
"7989708"	"0.165734"	"8.19e-04"	"-3.67827"	"-0.56138"	"-0.2304602"	"MTFMT"	"mitochondrial methionyl-tRNA formyltransferase"
"7972577"	"0.165734"	"8.24e-04"	"-3.67584"	"-0.56716"	"-0.2685869"	"RPS26P11///RPS26"	"ribosomal protein S26 pseudogene 11///ribosomal protein S26"
"8106556"	"0.165734"	"8.29e-04"	"-3.673841"	"-0.57191"	"-0.5610678"	"CMYA5"	"cardiomyopathy associated 5"
"7928589"	"0.165734"	"8.36e-04"	"3.670919"	"-0.57885"	"0.590928"	"PPIF"	"peptidylprolyl isomerase F"
"7989197"	"0.165734"	"8.38e-04"	"3.669863"	"-0.58136"	"0.3439218"	""	""
"7938293"	"0.165734"	"8.53e-04"	"-3.663376"	"-0.59676"	"-0.5164508"	"SNORA3B"	"small nucleolar RNA, H/ACA box 3B"
"8075659"	"0.165734"	"8.58e-04"	"3.66134"	"-0.6016"	"0.5513893"	"MB"	"myoglobin"
"8134030"	"0.165734"	"8.60e-04"	"-3.660812"	"-0.60285"	"-0.6067042"	"STEAP1"	"six transmembrane epithelial antigen of the prostate 1"
"8175666"	"0.165734"	"8.61e-04"	"3.660106"	"-0.60453"	"0.7165662"	"GABRE"	"gamma-aminobutyric acid type A receptor epsilon subunit"
"8165345"	"0.165734"	"8.64e-04"	"3.659068"	"-0.60699"	"0.4657458"	"ABCA2"	"ATP binding cassette subfamily A member 2"
"7895780"	"0.165734"	"8.66e-04"	"-3.658107"	"-0.60927"	"-0.3222845"	""	""
"8170307"	"0.166221"	"8.74e-04"	"-3.654988"	"-0.61667"	"-0.2483463"	"SLITRK2"	"SLIT and NTRK like family member 2"
"8000897"	"0.16789"	"8.91e-04"	"3.648034"	"-0.63316"	"0.3088255"	""	""
"7892720"	"0.16789"	"8.92e-04"	"-3.647299"	"-0.63491"	"-0.5710126"	""	""
"8164304"	"0.168537"	"9.09e-04"	"-3.640523"	"-0.65096"	"-0.3781365"	"LOC100131355///ST6GALNAC6"	"uncharacterized LOC100131355///ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"
"7957551"	"0.168537"	"9.14e-04"	"-3.63875"	"-0.65516"	"-0.9267981"	"SOCS2"	"suppressor of cytokine signaling 2"
"8037535"	"0.168537"	"9.16e-04"	"-3.637908"	"-0.65716"	"-0.456582"	""	""
"8138231"	"0.168537"	"9.17e-04"	"3.63744"	"-0.65827"	"0.5961045"	"THSD7A"	"thrombospondin type 1 domain containing 7A"
"8005753"	"0.168537"	"9.22e-04"	"-3.635623"	"-0.66257"	"-0.909121"	""	""
"7979269"	"0.168537"	"9.34e-04"	"-3.631084"	"-0.67331"	"-0.3820176"	"GCH1"	"GTP cyclohydrolase 1"
"7940565"	"0.168537"	"9.34e-04"	"3.630954"	"-0.67362"	"1.2151912"	"FADS2"	"fatty acid desaturase 2"
"7895364"	"0.168537"	"9.40e-04"	"3.628553"	"-0.6793"	"0.702555"	""	""
"7895673"	"0.168537"	"9.44e-04"	"-3.627115"	"-0.6827"	"-1.1085737"	""	""
"7905581"	"0.168537"	"9.47e-04"	"3.626093"	"-0.68512"	"0.3095531"	"S100A1"	"S100 calcium binding protein A1"
"7893364"	"0.168719"	"9.62e-04"	"3.62009"	"-0.69932"	"0.23146"	""	""
"8067985"	"0.168719"	"9.65e-04"	"3.619029"	"-0.70183"	"1.4111056"	"NCAM2"	"neural cell adhesion molecule 2"
"8062377"	"0.168719"	"9.71e-04"	"3.617051"	"-0.7065"	"0.3081238"	"SRC"	"SRC proto-oncogene, non-receptor tyrosine kinase"
"7911309"	"0.168719"	"9.79e-04"	"3.613825"	"-0.71412"	"0.3361495"	"LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P"	"WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///uncharacterized LOC100134445///WAS protein family homolog 7 pseudogene///WAS protein family homolog 5 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene"
"8072584"	"0.168719"	"9.82e-04"	"-3.612655"	"-0.71689"	"-0.6827488"	""	""
"8129134"	"0.168719"	"9.88e-04"	"3.610626"	"-0.72168"	"0.2738611"	"ROS1"	"ROS proto-oncogene 1, receptor tyrosine kinase"
"7990540"	"0.168719"	"9.92e-04"	"-3.609214"	"-0.72501"	"-0.3211648"	"IMP3"	"IMP3, U3 small nucleolar ribonucleoprotein"
"7965686"	"0.168719"	"9.94e-04"	"3.608473"	"-0.72676"	"0.6132749"	"ANKS1B"	"ankyrin repeat and sterile alpha motif domain containing 1B"
"7901993"	"0.168719"	"9.99e-04"	"3.60667"	"-0.73102"	"0.5165449"	"CACHD1"	"cache domain containing 1"
"7909188"	"0.168719"	"1.00e-03"	"3.604476"	"-0.7362"	"0.3634516"	"IKBKE"	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"
"7922402"	"0.168719"	"1.02e-03"	"-3.600615"	"-0.74531"	"-0.5468254"	"GAS5///SNORD47"	"growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 47"
