"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7968199"	"0.04262"	"1.19e-04"	"4.2368749"	"1.10621"	"0.36584492"	"CDK8"	"cyclin dependent kinase 8"
"7943218"	"0.04262"	"1.21e-04"	"4.2319038"	"1.09251"	"0.27441467"	"PANX1"	"pannexin 1"
"8045587"	"0.04262"	"1.21e-04"	"4.2313759"	"1.09106"	"0.40050399"	"ACVR2A"	"activin A receptor type 2A"
"8062211"	"0.04262"	"1.22e-04"	"4.2287362"	"1.08379"	"0.3808291"	"RPF2"	"ribosome production factor 2 homolog"
"8091867"	"0.04262"	"1.22e-04"	"4.2282346"	"1.08241"	"0.5334205"	"BCHE"	"butyrylcholinesterase"
"7894530"	"0.04262"	"1.23e-04"	"4.2267171"	"1.07824"	"0.8225159"	""	""
"8019631"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019633"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019635"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019637"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019639"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019641"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019703"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019705"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"8019707"	"0.04262"	"1.23e-04"	"-4.2265196"	"1.07769"	"-1.18738052"	"RNU2-1"	"RNA, U2 small nuclear 1"
"7968226"	"0.04262"	"1.24e-04"	"4.224017"	"1.0708"	"0.33315565"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"7896201"	"0.04262"	"1.24e-04"	"4.2230624"	"1.06818"	"0.72610029"	""	""
"8113286"	"0.04262"	"1.27e-04"	"4.2156559"	"1.0478"	"0.39245453"	"RIOK2"	"RIO kinase 2"
"7896485"	"0.04262"	"1.27e-04"	"4.2155839"	"1.04761"	"0.2909346"	""	""
"7957177"	"0.04262"	"1.29e-04"	"4.2104565"	"1.03351"	"0.41063838"	"RAB21"	"RAB21, member RAS oncogene family"
"8067017"	"0.04262"	"1.32e-04"	"4.2042394"	"1.01642"	"0.54153357"	"DPM1"	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
"7990898"	"0.04262"	"1.35e-04"	"4.1971567"	"0.99697"	"0.31608028"	"RPL9"	"ribosomal protein L9"
"8084726"	"0.04262"	"1.35e-04"	"-4.1970462"	"0.99667"	"-0.32933963"	"RTP1"	"receptor transporter protein 1"
"7895273"	"0.04262"	"1.37e-04"	"4.1908912"	"0.97977"	"0.26555239"	""	""
"8109697"	"0.04262"	"1.39e-04"	"4.1865462"	"0.96785"	"0.43377762"	"CCNG1"	"cyclin G1"
"7894043"	"0.04262"	"1.41e-04"	"4.1826957"	"0.95729"	"0.2656641"	""	""
"8147439"	"0.04262"	"1.43e-04"	"4.1773339"	"0.94259"	"0.46510532"	"PLEKHF2"	"pleckstrin homology and FYVE domain containing 2"
"8180393"	"0.04262"	"1.44e-04"	"4.1763"	"0.93976"	"0.36731574"	"POLR2M"	"RNA polymerase II subunit M"
"8099887"	"0.04262"	"1.44e-04"	"4.1761654"	"0.93939"	"0.31023322"	"RPL9"	"ribosomal protein L9"
"7986323"	"0.04262"	"1.45e-04"	"4.1742436"	"0.93412"	"0.24286605"	"GLTSCR2"	"glioma tumor suppressor candidate region gene 2"
"8084708"	"0.04262"	"1.45e-04"	"-4.1734562"	"0.93197"	"-0.85872232"	"SNORA4"	"small nucleolar RNA, H/ACA box 4"
"8047780"	"0.04262"	"1.45e-04"	"-4.1733088"	"0.93156"	"-0.89741435"	"SNORA41"	"small nucleolar RNA, H/ACA box 41"
"8147079"	"0.04262"	"1.45e-04"	"4.1733048"	"0.93155"	"0.42921677"	"LRRCC1"	"leucine rich repeat and coiled-coil centrosomal protein 1"
"8023871"	"0.04262"	"1.48e-04"	"4.1677503"	"0.91634"	"0.29284167"	"ZADH2"	"zinc binding alcohol dehydrogenase domain containing 2"
"8041561"	"0.04262"	"1.48e-04"	"4.1664121"	"0.91267"	"0.4393671"	"MORN2"	"MORN repeat containing 2"
"7960559"	"0.04262"	"1.48e-04"	"-4.1658917"	"0.91125"	"-0.31265734"	"IFFO1"	"intermediate filament family orphan 1"
"8089034"	"0.04288"	"1.52e-04"	"4.158731"	"0.89164"	"0.4280359"	"ARMC10"	"armadillo repeat containing 10"
"7965060"	"0.04288"	"1.52e-04"	"4.1573909"	"0.88798"	"0.36753854"	"BBS10"	"Bardet-Biedl syndrome 10"
"8083826"	"0.04288"	"1.53e-04"	"4.1557371"	"0.88345"	"0.37047998"	"SEC62"	"SEC62 homolog, preprotein translocation factor"
"7990949"	"0.0433"	"1.59e-04"	"4.1434637"	"0.84989"	"0.31301491"	"RPL9"	"ribosomal protein L9"
"8131661"	"0.0433"	"1.60e-04"	"4.1424563"	"0.84714"	"0.30815825"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"8139421"	"0.0433"	"1.60e-04"	"4.1422506"	"0.84658"	"0.28533297"	"H2AFV"	"H2A histone family member V"
"8107691"	"0.0433"	"1.60e-04"	"4.1419088"	"0.84565"	"0.37909462"	"PHAX"	"phosphorylated adaptor for RNA export"
"8089128"	"0.04436"	"1.65e-04"	"4.1315113"	"0.81725"	"0.22821003"	"TOMM70"	"translocase of outer mitochondrial membrane 70"
"8171834"	"0.04457"	"1.68e-04"	"4.1257986"	"0.80166"	"0.3132792"	"RPL9"	"ribosomal protein L9"
"8046848"	"0.04457"	"1.69e-04"	"4.124832"	"0.79902"	"0.37881207"	"ZC3H15"	"zinc finger CCCH-type containing 15"
"8094361"	"0.04501"	"1.72e-04"	"4.1185372"	"0.78185"	"0.46170955"	"GBA3"	"glucosylceramidase beta 3 (gene/pseudogene)"
"8015665"	"0.04501"	"1.73e-04"	"-4.1165511"	"0.77644"	"-0.36766461"	"PLEKHH3"	"pleckstrin homology, MyTH4 and FERM domain containing H3"
"7895972"	"0.04509"	"1.75e-04"	"4.1135208"	"0.76818"	"0.43109777"	""	""
"8087485"	"0.04579"	"1.79e-04"	"-4.1051072"	"0.74526"	"-0.28959267"	"UBA7"	"ubiquitin like modifier activating enzyme 7"
"7906978"	"0.04579"	"1.80e-04"	"4.1035419"	"0.74099"	"0.35664927"	"MGST3///MGST3"	"microsomal glutathione S-transferase 3///microsomal glutathione S-transferase 3"
"8177635"	"0.04609"	"1.84e-04"	"4.0972939"	"0.72399"	"0.30420729"	"AK6///TAF9"	"adenylate kinase 6///TATA-box binding protein associated factor 9"
"7990545"	"0.04609"	"1.84e-04"	"-4.0965044"	"0.72184"	"-0.39928086"	"CSPG4"	"chondroitin sulfate proteoglycan 4"
"7902565"	"0.04634"	"1.88e-04"	"4.0899336"	"0.70396"	"0.35738807"	"ADGRL2"	"adhesion G protein-coupled receptor L2"
"7917906"	"0.04634"	"1.88e-04"	"4.0898895"	"0.70384"	"0.30965614"	"RPL7"	"ribosomal protein L7"
"8127943"	"0.04634"	"1.89e-04"	"4.0875204"	"0.6974"	"0.38219852"	"SNX14"	"sorting nexin 14"
"7905974"	"0.04647"	"1.92e-04"	"-4.0825881"	"0.684"	"-0.40233859"	"HCN3"	"hyperpolarization activated cyclic nucleotide gated potassium channel 3"
"7992639"	"0.04647"	"1.95e-04"	"-4.0780588"	"0.67169"	"-0.48128357"	"TBC1D24"	"TBC1 domain family member 24"
"8091306"	"0.04647"	"1.96e-04"	"4.0769948"	"0.6688"	"0.41288063"	"PLSCR4"	"phospholipid scramblase 4"
"7915227"	"0.04647"	"1.99e-04"	"-4.0711308"	"0.65288"	"-0.73241558"	"SNORA55"	"small nucleolar RNA, H/ACA box 55"
"7945801"	"0.04647"	"2.00e-04"	"-4.0698126"	"0.6493"	"-0.71367866"	"SNORA54"	"small nucleolar RNA, H/ACA box 54"
"8142697"	"0.04647"	"2.01e-04"	"4.0685181"	"0.64578"	"0.44870411"	"POT1"	"protection of telomeres 1"
"7936578"	"0.04647"	"2.01e-04"	"4.0683046"	"0.6452"	"0.42017942"	"FAM204A"	"family with sequence similarity 204 member A"
"7968670"	"0.04647"	"2.02e-04"	"4.0670385"	"0.64177"	"0.41100668"	"UFM1"	"ubiquitin fold modifier 1"
"7936727"	"0.04647"	"2.02e-04"	"4.0657844"	"0.63837"	"0.30508593"	"RPL21P28///RPL21"	"ribosomal protein L21 pseudogene 28///ribosomal protein L21"
"8025958"	"0.04647"	"2.04e-04"	"4.0636225"	"0.6325"	"0.34574473"	"ZNF440"	"zinc finger protein 440"
"8083119"	"0.04684"	"2.07e-04"	"4.0588763"	"0.61963"	"0.32533399"	"RNF7"	"ring finger protein 7"
"8096251"	"0.04696"	"2.10e-04"	"4.0540338"	"0.6065"	"0.35222903"	"NUDT9"	"nudix hydrolase 9"
"7904340"	"0.04696"	"2.13e-04"	"4.0498666"	"0.59521"	"0.28413358"	"MAN1A2"	"mannosidase alpha class 1A member 2"
"7908421"	"0.04696"	"2.14e-04"	"4.0478405"	"0.58972"	"0.44753036"	"TROVE2"	"TROVE domain family member 2"
"8180408"	"0.04696"	"2.14e-04"	"4.0478084"	"0.58963"	"0.25809761"	"NPM1"	"nucleophosmin"
"8008454"	"0.04696"	"2.14e-04"	"-4.0471502"	"0.58785"	"-0.37066315"	"ABCC3"	"ATP binding cassette subfamily C member 3"
"8095009"	"0.04697"	"2.16e-04"	"4.0449393"	"0.58186"	"0.36658698"	"DCUN1D4"	"defective in cullin neddylation 1 domain containing 4"
"7972062"	"0.04717"	"2.20e-04"	"4.0386546"	"0.56485"	"0.33738205"	"FBXL3"	"F-box and leucine rich repeat protein 3"
"8005473"	"0.04717"	"2.22e-04"	"4.0362986"	"0.55848"	"0.41981972"	"PAIP1"	"poly(A) binding protein interacting protein 1"
"8115524"	"0.04717"	"2.22e-04"	"4.0361923"	"0.55819"	"0.22605681"	"CLINT1"	"clathrin interactor 1"
"8151547"	"0.04717"	"2.22e-04"	"4.0352173"	"0.55555"	"0.58799918"	""	""
"7896520"	"0.0472"	"2.24e-04"	"4.0328965"	"0.54927"	"0.3869109"	""	""
"8020919"	"0.04781"	"2.29e-04"	"4.0256159"	"0.52959"	"0.35889474"	"C18orf21///C18orf21"	"chromosome 18 open reading frame 21///chromosome 18 open reading frame 21"
"8088167"	"0.04781"	"2.33e-04"	"4.0204304"	"0.51558"	"0.36179233"	"SELK"	"selenoprotein K"
"8017133"	"0.04781"	"2.35e-04"	"4.0170577"	"0.50647"	"0.74680454"	"SKA2"	"spindle and kinetochore associated complex subunit 2"
"7975113"	"0.04781"	"2.36e-04"	"4.0164757"	"0.5049"	"0.42347687"	"CHURC1"	"churchill domain containing 1"
"8151561"	"0.04781"	"2.42e-04"	"4.0073319"	"0.48022"	"0.4380435"	"ZFAND1"	"zinc finger AN1-type containing 1"
"7956910"	"0.04781"	"2.42e-04"	"4.0070906"	"0.47957"	"0.24787773"	"CAND1"	"cullin associated and neddylation dissociated 1"
"7909142"	"0.04781"	"2.43e-04"	"4.0058536"	"0.47623"	"0.41135125"	"NUCKS1"	"nuclear casein kinase and cyclin dependent kinase substrate 1"
"7975203"	"0.04781"	"2.44e-04"	"4.0048278"	"0.47346"	"0.34877083"	"MPP5"	"membrane palmitoylated protein 5"
"8050695"	"0.04781"	"2.45e-04"	"4.004059"	"0.47139"	"0.30907314"	"SF3B6"	"splicing factor 3b subunit 6"
"8046792"	"0.04781"	"2.45e-04"	"4.0036686"	"0.47034"	"0.37717808"	"DUSP19"	"dual specificity phosphatase 19"
"8131539"	"0.04781"	"2.45e-04"	"4.0034694"	"0.4698"	"0.39703985"	"TMEM106B"	"transmembrane protein 106B"
"7896082"	"0.04781"	"2.47e-04"	"4.0008727"	"0.4628"	"0.47372641"	""	""
"8180354"	"0.04781"	"2.49e-04"	"3.9985557"	"0.45655"	"0.38680628"	"ENSA"	"endosulfine alpha"
"8065071"	"0.04781"	"2.50e-04"	"3.9975104"	"0.45374"	"0.54483313"	"FLRT3"	"fibronectin leucine rich transmembrane protein 3"
"7935011"	"0.04781"	"2.50e-04"	"3.9967377"	"0.45165"	"0.33229133"	"CPEB3"	"cytoplasmic polyadenylation element binding protein 3"
"8020806"	"0.04781"	"2.51e-04"	"3.9955377"	"0.44842"	"0.44830205"	"RNF125"	"ring finger protein 125"
"8180409"	"0.04781"	"2.51e-04"	"3.9954706"	"0.44824"	"0.23249122"	"NPM1"	"nucleophosmin"
"8027390"	"0.04849"	"2.58e-04"	"3.9872446"	"0.42608"	"0.37483844"	"POP4"	"POP4 homolog, ribonuclease P/MRP subunit"
"7978066"	"0.04849"	"2.58e-04"	"-3.9871448"	"0.42581"	"-0.37831582"	"AP1G2"	"adaptor related protein complex 1 gamma 2 subunit"
"7894119"	"0.04873"	"2.66e-04"	"3.9764759"	"0.3971"	"0.46356979"	""	""
"8002523"	"0.04873"	"2.67e-04"	"3.9757338"	"0.39511"	"0.26253129"	"CMTR2"	"cap methyltransferase 2"
"8062603"	"0.04873"	"2.68e-04"	"3.9748369"	"0.3927"	"0.32165718"	"TOP1"	"topoisomerase (DNA) I"
"8150565"	"0.04873"	"2.68e-04"	"3.9742415"	"0.3911"	"0.28929559"	"RNF170"	"ring finger protein 170"
"7894376"	"0.04873"	"2.70e-04"	"3.9723355"	"0.38597"	"0.44371949"	""	""
"8072153"	"0.04873"	"2.70e-04"	"3.9717125"	"0.3843"	"0.29213942"	"CCDC117"	"coiled-coil domain containing 117"
"7918008"	"0.04873"	"2.72e-04"	"3.9694199"	"0.37813"	"0.36591858"	"DBT"	"dihydrolipoamide branched chain transacylase E2"
"8028248"	"0.04873"	"2.73e-04"	"3.9680775"	"0.37453"	"0.38308591"	"ZNF570"	"zinc finger protein 570"
"7898910"	"0.04873"	"2.74e-04"	"3.9675563"	"0.37313"	"0.41891608"	"PNRC2"	"proline rich nuclear receptor coactivator 2"
"8039933"	"0.04873"	"2.74e-04"	"3.9675563"	"0.37313"	"0.41891608"	"PNRC2"	"proline rich nuclear receptor coactivator 2"
"8157038"	"0.04926"	"2.78e-04"	"3.9622977"	"0.359"	"0.39154419"	"SLC44A1"	"solute carrier family 44 member 1"
"8159501"	"0.05011"	"2.86e-04"	"-3.9526746"	"0.33317"	"-0.43132142"	"LCN12"	"lipocalin 12"
"8083240"	"0.05011"	"2.89e-04"	"3.9502532"	"0.32668"	"0.51969278"	"AGTR1"	"angiotensin II receptor type 1"
"8124262"	"0.05011"	"2.89e-04"	"3.9494856"	"0.32462"	"0.34535989"	"TDP2"	"tyrosyl-DNA phosphodiesterase 2"
"7999520"	"0.05011"	"2.90e-04"	"3.9488889"	"0.32302"	"0.30873283"	"RSL1D1"	"ribosomal L1 domain containing 1"
"7946812"	"0.05011"	"2.93e-04"	"3.9449859"	"0.31255"	"0.34581769"	"RPS13"	"ribosomal protein S13"
"7936891"	"0.05011"	"2.94e-04"	"3.9445637"	"0.31142"	"0.30245931"	"METTL10"	"methyltransferase like 10"
"7946426"	"0.05011"	"2.95e-04"	"-3.942448"	"0.30575"	"-0.6044964"	""	""
"7893201"	"0.05011"	"2.96e-04"	"3.9420352"	"0.30464"	"0.3445074"	""	""
"8151376"	"0.05011"	"2.96e-04"	"3.9413289"	"0.30275"	"0.30536091"	"RPL7"	"ribosomal protein L7"
"8003953"	"0.05053"	"3.00e-04"	"3.9369545"	"0.29103"	"0.27339073"	"PSMB6"	"proteasome subunit beta 6"
"8150908"	"0.05107"	"3.05e-04"	"3.9317792"	"0.27718"	"0.28579493"	"IMPAD1"	"inositol monophosphatase domain containing 1"
"7893573"	"0.05126"	"3.08e-04"	"3.9289332"	"0.26956"	"0.61221891"	""	""
